YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2006 05 03 20 00 269  7.1  7.9  0.82  4.17  3.69 999 1009.4   6.9   3.0 999.0 99.0 99.00
2006 05 03 21 00 268  6.5  7.2  1.02  4.76  3.93 999 1009.2   7.3   3.0 999.0 99.0 99.00
2006 05 03 22 00 266  6.0  6.8  0.93  4.76  4.04 999 1009.0   6.8   3.0 999.0 99.0 99.00
2006 05 03 23 00 273  9.3 10.7  1.05  5.00  3.96 999 1008.7   8.4   3.0 999.0 99.0 99.00
2006 05 04 00 00 273  9.4 10.5  1.25  5.00  4.19 999 1008.7   8.6   3.0 999.0 99.0 99.00
2006 05 04 01 00 284  8.0  9.0  1.25  5.00  4.23 999 1008.8   7.1   3.0 999.0 99.0 99.00
2006 05 04 02 00 278  7.1  7.9  1.00  4.76  4.10 999 1009.2   6.4   3.0 999.0 99.0 99.00
2006 05 04 03 00 270 11.0 12.5  0.95  4.76  3.86 999 1009.3   6.5   2.9 999.0 99.0 99.00
2006 05 04 04 00 256  9.1 10.2  1.06  4.76  3.88 999 1009.7   5.7   2.9 999.0 99.0 99.00
2006 05 04 05 00 254  9.3 10.6  1.01  4.55  3.92 999 1009.8   5.3   2.9 999.0 99.0 99.00
2006 05 04 06 00 249  9.0 10.7  1.12  4.35  3.91 999 1009.4   5.5   2.9 999.0 99.0 99.00
2006 05 04 07 00 250 10.7 12.6  1.20  4.76  4.06 999 1009.0   6.1   2.9 999.0 99.0 99.00
2006 05 04 08 00 250 10.7 12.7  1.33  5.26  4.21 999 1008.7   5.8   2.9 999.0 99.0 99.00
2006 05 04 09 00 249  9.7 11.3  1.32  5.56  4.34 999 1008.5   5.6   2.9 999.0 99.0 99.00
2006 05 04 10 00 255 10.6 12.3  1.50  5.26  4.45 999 1008.6   5.8   2.9 999.0 99.0 99.00
2006 05 04 11 00 260  9.9 11.3  1.46  5.56  4.40 999 1009.5   5.4   2.9 999.0 99.0 99.00
2006 05 04 12 00 261  6.6  8.2  1.56  5.56  4.52 999 1011.0   5.0   2.9 999.0 99.0 99.00
2006 05 04 13 00 284  7.9  9.1  1.16  5.88  4.31 999 1011.3   5.7   2.9 999.0 99.0 99.00
2006 05 04 14 00 288  6.6  7.7  1.02  5.56  4.17 999 1012.1   5.3   3.1 999.0 99.0 99.00
2006 05 04 15 00 292  8.1  9.1  0.94  5.26  4.04 999 1012.8   5.3   3.0 999.0 99.0 99.00
2006 05 04 16 00 276  8.1 10.1  0.90  5.00  3.80 999 1013.3   5.4   3.0 999.0 99.0 99.00
2006 05 04 17 00 246  8.0  9.4  0.81  4.17  3.68 999 1013.6   4.8   3.0 999.0 99.0 99.00
2006 05 04 18 00 282 11.1 12.6  0.79  4.00  3.59 999 1013.3   5.1   3.0 999.0 99.0 99.00
2006 05 04 19 00 270  8.4  9.5  0.83  3.85  3.65 999 1013.9   5.2   3.3 999.0 99.0 99.00
2006 05 04 20 00 270  8.1  9.7  0.94  4.55  3.88 999 1014.5   5.3   3.3 999.0 99.0 99.00
2006 05 04 21 00 261  7.6  9.1  0.85  4.17  3.66 999 1014.9   5.0   3.0 999.0 99.0 99.00
2006 05 04 22 00 259  6.9  7.9  0.74  4.35  3.60 999 1015.2   5.1   3.0 999.0 99.0 99.00
2006 05 04 23 00 279  5.5  6.3  0.59  4.00  3.51 999 1015.4   5.1   3.0 999.0 99.0 99.00
2006 05 05 00 00 302  6.3  7.1  0.52  4.00  3.45 999 1015.4   5.5   3.0 999.0 99.0 99.00
2006 05 05 01 00 276  5.7  6.3  0.46  4.00  3.39 999 1015.7   4.9   3.0 999.0 99.0 99.00
2006 05 05 02 00 290  5.9  6.9  0.40  3.85  3.28 999 1015.9   4.3   2.9 999.0 99.0 99.00
2006 05 05 03 00 302  5.9  6.6  0.43  3.45  3.24 999 1016.2   4.4   2.9 999.0 99.0 99.00
2006 05 05 04 00 308  5.3  6.4  0.41  3.33  3.15 999 1016.3   4.2   2.9 999.0 99.0 99.00
2006 05 05 05 00 305  4.1  4.9  0.44  3.45  3.27 999 1016.5   3.8   2.9 999.0 99.0 99.00
2006 05 05 06 00 295  3.4  3.9  0.40  3.57  3.28 999 1016.5   3.7   2.9 999.0 99.0 99.00
2006 05 05 07 00 307  3.6  4.4  0.35  3.57  3.21 999 1016.8   3.7   2.9 999.0 99.0 99.00
2006 05 05 08 00 318  2.5  2.9  0.30  3.57  3.13 999 1016.6   3.5   2.9 999.0 99.0 99.00
2006 05 05 09 00 349  2.9  4.2  0.28  3.23  3.14 999 1016.5   3.6   2.9 999.0 99.0 99.00
2006 05 05 10 00 350  0.9  1.4  0.25  3.33  3.14 999 1016.9   3.1   2.9 999.0 99.0 99.00
2006 05 05 11 00 359  2.6  3.5  0.20  3.33  3.21 999 1017.2   2.8   2.9 999.0 99.0 99.00
2006 05 05 12 00  23  1.7  2.1  0.23  3.13  3.26 999 1017.6   2.7   2.9 999.0 99.0 99.00
2006 05 05 13 00  22  5.9  7.2  0.23  3.33  3.24 999 1018.3   1.6   2.9 999.0 99.0 99.00
2006 05 05 14 00  22  4.9  5.4  0.28  2.94  3.02 999 1018.5   2.2   2.9 999.0 99.0 99.00
2006 05 05 15 00  34  4.1  4.9  0.25  2.86  3.05 999 1018.8   2.7   3.2 999.0 99.0 99.00
2006 05 05 16 00  41  3.8  4.3  0.31  2.63  2.98 999 1019.4   2.1   3.1 999.0 99.0 99.00
2006 05 05 17 00  60  2.5  3.3  0.36  3.13  3.12 999 1019.8   1.7   3.0 999.0 99.0 99.00
2006 05 05 18 00 127  0.6  1.1  0.39  3.33  3.31 999 1019.6   2.1   3.0 999.0 99.0 99.00
2006 05 05 19 00 189  1.7  2.3  0.40  3.57  3.40 999 1019.5   2.3   3.3 999.0 99.0 99.00
2006 05 05 20 00 206  3.7  4.6  0.35  3.33  3.40 999 1019.4   2.4   3.1 999.0 99.0 99.00
2006 05 05 21 00 191  4.5  5.0  0.31  3.45  3.48 999 1018.8   2.9   3.5 999.0 99.0 99.00
2006 05 05 22 00 199  6.0  7.0  0.28  3.57  3.47 999 1018.2   2.9   3.4 999.0 99.0 99.00
2006 05 05 23 00 202  6.0  7.0  0.28  2.50  3.23 999 1017.8   2.8   3.1 999.0 99.0 99.00
2006 05 06 00 00 212  5.8  6.9  0.35  2.70  2.97 999 1017.8   2.8   3.0 999.0 99.0 99.00
2006 05 06 01 00 218  4.9  5.5  0.36  2.86  2.98 999 1017.9   3.0   3.0 999.0 99.0 99.00
2006 05 06 02 00 223  4.3  5.0  0.29  2.78  2.91 999 1018.0   2.9   3.0 999.0 99.0 99.00
2006 05 06 03 00 230  3.6  4.1  0.22  2.50  2.95 999 1018.3   3.2   2.9 999.0 99.0 99.00
2006 05 06 04 00 235  3.4  3.8  0.17  2.50  2.98 999 1018.0   3.2   2.9 999.0 99.0 99.00
2006 05 06 05 00 239  2.6  3.0  0.00  0.00  0.00 999 1017.7   3.4   2.9 999.0 99.0 99.00
2006 05 06 06 00 251  2.2  2.7  0.00  0.00  0.00 999 1017.6   3.2   2.9 999.0 99.0 99.00
2006 05 06 07 00 262  3.0  3.4  0.00  0.00  0.00 999 1017.5   3.1   2.9 999.0 99.0 99.00
2006 05 06 08 00 267  2.1  2.4  0.00  0.00  0.00 999 1017.2   3.2   2.9 999.0 99.0 99.00
2006 05 06 09 00 247  2.0  2.7  0.00  0.00  0.00 999 1017.0   3.8   2.8 999.0 99.0 99.00
2006 05 06 10 00 250  2.7  3.4  0.00  0.00  0.00 999 1016.9   3.8   2.8 999.0 99.0 99.00
2006 05 06 11 00 173  0.5  1.3  0.00  0.00  0.00 999 1016.9   3.2   2.8 999.0 99.0 99.00
2006 05 06 12 00 131  1.7  2.6  0.00  0.00  0.00 999 1016.9   3.7   2.8 999.0 99.0 99.00
2006 05 06 13 00 150  3.3  3.8  0.00  0.00  0.00 999 1017.3   3.6   2.8 999.0 99.0 99.00
2006 05 06 14 00 156  2.6  3.0  0.00  0.00  0.00 999 1017.2   3.2   2.9 999.0 99.0 99.00
2006 05 06 15 00 162  2.6  3.2  0.00  0.00  0.00 999 1017.0   3.8   2.9 999.0 99.0 99.00
2006 05 06 16 00 100  3.3  3.9  0.00  0.00  0.00 999 1016.2   3.8   2.9 999.0 99.0 99.00
2006 05 06 17 00 100  4.6  5.3  0.16  2.78  2.89 999 1015.0   4.2   3.0 999.0 99.0 99.00
2006 05 06 18 00  97  6.1  6.8  0.16  2.94  2.85 999 1014.5   4.1   3.0 999.0 99.0 99.00
2006 05 06 19 00  91  7.8  8.9  0.24  2.56  2.74 999 1013.5   4.3   3.0 999.0 99.0 99.00
2006 05 06 20 00  84  7.8  9.0  0.48  2.78  2.89 999 1013.1   4.2   3.0 999.0 99.0 99.00
2006 05 06 21 00  76  8.5  9.7  0.62  3.23  3.14 999 1013.0   4.0   3.1 999.0 99.0 99.00
2006 05 06 22 00  65  8.0  9.4  0.78  3.85  3.44 999 1012.7   4.1   3.1 999.0 99.0 99.00
2006 05 06 23 00  65  8.7 10.1  0.87  4.00  3.61 999 1012.5   4.0   3.0 999.0 99.0 99.00
2006 05 07 00 00  64  8.7  9.8  0.93  4.17  3.72 999 1012.7   4.1   3.0 999.0 99.0 99.00
2006 05 07 01 00  66  8.7 10.0  1.04  4.35  3.80 999 1012.7   4.1   3.0 999.0 99.0 99.00
2006 05 07 02 00  60  8.4  9.7  1.06  4.35  3.85 999 1012.6   4.1   3.0 999.0 99.0 99.00
2006 05 07 03 00  52  7.0  8.3  0.94  4.55  3.82 999 1013.2   3.9   2.9 999.0 99.0 99.00
2006 05 07 04 00  50  7.1  8.4  0.92  4.35  3.79 999 1013.1   3.9   2.9 999.0 99.0 99.00
2006 05 07 05 00  43  7.2  8.6  0.80  4.35  3.72 999 1013.1   3.9   2.9 999.0 99.0 99.00
2006 05 07 06 00  35  7.7  8.8  0.81  4.35  3.69 999 1013.0   3.6   2.9 999.0 99.0 99.00
2006 05 07 07 00  35  6.7  7.9  0.78  4.35  3.61 999 1013.2   3.6   2.9 999.0 99.0 99.00
2006 05 07 08 00  33  5.9  6.8  0.71  4.35  3.63 999 1013.5   3.4   2.9 999.0 99.0 99.00
2006 05 07 09 00  32  7.0  8.1  0.71  3.85  3.54 999 1013.7   3.2   2.9 999.0 99.0 99.00
2006 05 07 10 00  38  6.6  7.8  0.73  4.17  3.59 999 1014.2   3.2   2.9 999.0 99.0 99.00
2006 05 07 11 00  43  6.9  7.8  0.71  4.00  3.59 999 1014.6   3.2   2.9 999.0 99.0 99.00
2006 05 07 12 00  53  6.1  7.5  0.69  4.17  3.57 999 1015.2   3.3   2.9 999.0 99.0 99.00
2006 05 07 13 00  59  6.1  7.2  0.70  4.17  3.57 999 1015.6   3.3   2.9 999.0 99.0 99.00
2006 05 07 14 00  76  4.6  5.4  0.72  4.17  3.62 999 1016.1   3.4   2.9 999.0 99.0 99.00
2006 05 07 15 00  63  4.9  5.7  0.63  4.17  3.63 999 1015.8   3.3   2.9 999.0 99.0 99.00
2006 05 07 16 00  53  4.0  4.8  0.63  4.00  3.66 999 1016.0   3.3   3.0 999.0 99.0 99.00
2006 05 07 17 00  49  6.3  7.1  0.52  3.85  3.54 999 1015.5   3.2   3.0 999.0 99.0 99.00
2006 05 07 18 00  63  5.2  5.9  0.46  3.85  3.41 999 1015.3   3.2   3.0 999.0 99.0 99.00
2006 05 07 19 00  60  6.7  7.6  0.42  3.57  3.31 999 1014.5   3.3   3.0 999.0 99.0 99.00
2006 05 07 20 00  67  6.4  7.3  0.49  3.70  3.19 999 1013.8   3.5   3.0 999.0 99.0 99.00
2006 05 07 21 00  61  6.6  7.5  0.49  3.45  3.20 999 1012.8   4.5   3.8 999.0 99.0 99.00
2006 05 07 22 00  57  6.8  7.6  0.53  3.45  3.30 999 1012.0   3.9   3.0 999.0 99.0 99.00
2006 05 07 23 00  53  6.2  6.8  0.63  3.85  3.41 999 1011.5   4.0   3.0 999.0 99.0 99.00
2006 05 08 00 00  54  5.6  6.3  0.61  3.85  3.51 999 1011.0   4.1   3.0 999.0 99.0 99.00
2006 05 08 01 00  70  5.8  6.4  0.58  3.85  3.48 999 1010.1   4.8   3.0 999.0 99.0 99.00
2006 05 08 02 00  81  5.9  6.5  0.56  4.00  3.46 999 1009.9   5.5   3.0 999.0 99.0 99.00
2006 05 08 03 00  49  4.1  4.7  0.55  4.00  3.48 999 1010.3   5.3   2.9 999.0 99.0 99.00
2006 05 08 04 00  47  4.1  5.0  0.54  4.17  3.53 999 1010.7   4.4   2.9 999.0 99.0 99.00
2006 05 08 05 00  66  3.2  4.3  0.56  4.17  3.55 999 1010.8   4.3   2.9 999.0 99.0 99.00
2006 05 08 06 00  61  3.7  4.1  0.51  3.70  3.48 999 1010.6   3.9   2.9 999.0 99.0 99.00
2006 05 08 07 00 129  2.6  3.0  0.48  4.35  3.45 999 1010.2   3.4   2.9 999.0 99.0 99.00
2006 05 08 08 00 152  0.4  1.3  0.38  3.33  3.39 999 1010.0   3.4   2.9 999.0 99.0 99.00
2006 05 08 09 00  61  1.3  2.9  0.37  4.17  3.49 999 1009.5   3.6   2.9 999.0 99.0 99.00
2006 05 08 10 00  70  2.9  3.4  0.35  3.70  3.50 999 1009.2   3.2   2.8 999.0 99.0 99.00
2006 05 08 11 00  79  2.0  2.2  0.34  3.70  3.49 999 1009.0   3.3   2.9 999.0 99.0 99.00
2006 05 08 12 00 102  2.2  2.6  0.31  4.17  3.51 999 1009.0   5.0   2.9 999.0 99.0 99.00
2006 05 08 13 00 206  2.7  3.7  0.31  3.70  3.53 999 1009.1   7.1   2.9 999.0 99.0 99.00
2006 05 08 14 00 147  3.3  3.7  0.27  4.00  3.50 999 1008.9   6.6   2.9 999.0 99.0 99.00
2006 05 08 15 00 161  3.5  3.9  0.28  3.85  3.56 999 1008.7   5.5   3.0 999.0 99.0 99.00
2006 05 08 16 00 169  4.8  5.1  0.34  3.23  3.20 999 1008.4   6.9   3.0 999.0 99.0 99.00
2006 05 08 17 00 175  3.2  3.7  0.36  3.45  3.27 999 1008.4   6.7   3.0 999.0 99.0 99.00
2006 05 08 18 00 184  4.3  4.8  0.29  3.23  3.18 999 1008.4   7.2   3.0 999.0 99.0 99.00
2006 05 08 19 00 205  4.0  4.6  0.24  3.33  3.11 999 1008.3   6.6   3.0 999.0 99.0 99.00
2006 05 08 20 00 188  4.0  4.4  0.20  3.03  3.08 999 1008.2   6.0   3.0 999.0 99.0 99.00
2006 05 08 21 00 160  2.3  2.6  0.17  2.94  3.09 999 1007.5   8.0   3.0 999.0 99.0 99.00
2006 05 08 22 00 169  4.5  4.9  0.00  0.00  0.00 999 1007.4   8.2   3.0 999.0 99.0 99.00
2006 05 08 23 00 150  5.0  5.4  0.00  0.00  0.00 999 1007.1   5.9   3.0 999.0 99.0 99.00
2006 05 09 00 00 158  5.0  5.6  0.00  0.00  0.00 999 1006.8   6.6   3.0 999.0 99.0 99.00
2006 05 09 01 00 153  4.3  4.5  0.16  2.50  3.11 999 1006.9   6.2   3.0 999.0 99.0 99.00
2006 05 09 02 00 148  4.0  4.4  0.00  0.00  0.00 999 1007.3   6.9   3.0 999.0 99.0 99.00
2006 05 09 03 00 180  6.9  7.3  0.00  0.00  0.00 999 1007.2   8.2   3.0 999.0 99.0 99.00
2006 05 09 04 00 170  3.8  4.1  0.34  2.94  3.01 999 1007.5   7.1   3.0 999.0 99.0 99.00
2006 05 09 05 00 137  3.6  3.7  0.26  2.94  3.09 999 1007.0   5.9   3.0 999.0 99.0 99.00
2006 05 09 06 00 150  5.0  5.6  0.24  3.03  3.06 999 1006.5   6.9   3.0 999.0 99.0 99.00
2006 05 09 07 00 144  4.8  5.2  0.23  2.94  3.23 999 1006.2   6.5   3.0 999.0 99.0 99.00
2006 05 09 08 00 154  3.4  3.6  0.20  4.35  3.42 999 1005.8   6.7   3.0 999.0 99.0 99.00
2006 05 09 09 00 143  3.7  4.1  0.26  3.33  3.37 999 1006.0   6.7   3.0 999.0 99.0 99.00
2006 05 09 10 00 174  3.7  4.4  0.26  3.33  3.34 999 1005.7   7.7   3.0 999.0 99.0 99.00
2006 05 09 11 00 153  4.6  5.1  0.25  3.45  3.30 999 1005.4   6.9   3.0 999.0 99.0 99.00
2006 05 09 12 00 143  3.4  3.8  0.24  3.33  3.34 999 1004.9   7.5   3.0 999.0 99.0 99.00
2006 05 09 13 00 152  1.3  1.5  0.27  3.57  3.38 999 1005.1   6.8   3.0 999.0 99.0 99.00
2006 05 09 14 00 130  2.6  2.8  0.24  3.33  3.31 999 1004.8   7.5   3.0 999.0 99.0 99.00
2006 05 09 15 00 138  3.0  3.2  0.22  3.03  3.33 999 1004.6   8.1   3.0 999.0 99.0 99.00
2006 05 09 16 00 115  1.8  1.9  0.21  3.33  3.31 999 1004.5   7.5   3.0 999.0 99.0 99.00
2006 05 09 17 00  14  2.3  2.7  0.17  3.23  3.31 999 1004.6   5.2   3.0 999.0 99.0 99.00
2006 05 09 18 00   9  3.1  3.2  0.15  4.35  3.40 999 1004.1   4.8   3.1 999.0 99.0 99.00
2006 05 09 19 00  91  1.3  1.8  0.00  0.00  0.00 999 1004.1   4.6   3.2 999.0 99.0 99.00
2006 05 09 20 00  64  1.9  2.2  0.00  0.00  0.00 999 1003.8   5.0   3.1 999.0 99.0 99.00
2006 05 09 21 00  79  2.9  3.2  0.00  0.00  0.00 999 1003.7   4.5   3.1 999.0 99.0 99.00
2006 05 09 22 00  50  2.0  2.2  0.00  0.00  0.00 999 1004.0   4.9   3.1 999.0 99.0 99.00
2006 05 09 23 00  12  1.3  2.0  0.00  0.00  0.00 999 1003.9   4.3   3.1 999.0 99.0 99.00
2006 05 10 00 00   1  3.6  4.2  0.00  0.00  0.00 999 1003.5   3.9   3.1 999.0 99.0 99.00
2006 05 10 01 00 349  2.1  2.7  0.00  0.00  0.00 999 1004.6   3.5   3.1 999.0 99.0 99.00
2006 05 10 02 00  24  2.5  3.1  0.00  0.00  0.00 999 1004.6   3.6   3.0 999.0 99.0 99.00
2006 05 10 03 00  21  2.9  3.2  0.00  0.00  0.00 999 1005.0   3.9   3.0 999.0 99.0 99.00
2006 05 10 04 00  35  1.4  2.8  0.00  0.00  0.00 999 1005.0   4.4   3.0 999.0 99.0 99.00
2006 05 10 05 00  26  3.4  3.8  0.00  0.00  0.00 999 1004.9   4.1   3.0 999.0 99.0 99.00
2006 05 10 06 00  49  2.3  2.9  0.16  4.17  3.19 999 1004.7   4.1   3.0 999.0 99.0 99.00
2006 05 10 07 00  41  2.5  2.7  0.22  4.17  3.31 999 1004.3   3.9   3.0 999.0 99.0 99.00
2006 05 10 08 00   7  2.6  3.2  0.21  3.23  3.48 999 1003.9   3.7   3.0 999.0 99.0 99.00
2006 05 10 09 00  36  2.6  2.9  0.22  4.55  3.78 999 1003.9   4.2   3.0 999.0 99.0 99.00
2006 05 10 10 00  81  1.8  1.9  0.25  5.00  3.82 999 1004.3   4.4   3.0 999.0 99.0 99.00
2006 05 10 11 00 103  2.3  2.7  0.25  5.00  3.62 999 1004.7   4.2   3.0 999.0 99.0 99.00
2006 05 10 12 00  57  4.1  4.9  0.23  5.00  3.59 999 1004.4   4.5   3.0 999.0 99.0 99.00
2006 05 10 13 00   3  2.9  3.9  0.23  4.17  3.51 999 1004.5   4.0   3.0 999.0 99.0 99.00
2006 05 10 14 00  50  5.0  6.0  0.21  3.03  3.39 999 1005.2   4.3   3.0 999.0 99.0 99.00
2006 05 10 15 00  56  5.7  6.7  0.28  2.94  3.12 999 1005.6   4.2   3.0 999.0 99.0 99.00
2006 05 10 16 00  61  5.8  6.6  0.44  3.23  3.15 999 1006.4   4.2   3.0 999.0 99.0 99.00
2006 05 10 17 00  56  5.2  6.1  0.45  3.57  3.28 999 1007.1   4.1   3.0 999.0 99.0 99.00
2006 05 10 18 00  47  5.5  6.4  0.44  3.70  3.33 999 1007.5   3.9   3.0 999.0 99.0 99.00
2006 05 10 19 00  48  6.3  7.2  0.47  3.70  3.39 999 1007.6   3.8   3.0 999.0 99.0 99.00
2006 05 10 20 00  52  5.6  6.4  0.48  3.85  3.36 999 1008.2   3.7   3.0 999.0 99.0 99.00
2006 05 10 21 00  48  6.5  7.5  0.49  3.45  3.37 999 1008.6   3.8   3.0 999.0 99.0 99.00
2006 05 10 22 00  51  6.7  7.9  0.53  4.00  3.35 999 1009.1   3.9   3.0 999.0 99.0 99.00
2006 05 10 23 00  52  6.5  7.6  0.56  3.45  3.39 999 1009.8   4.0   3.0 999.0 99.0 99.00
2006 05 11 00 00  45  6.9  7.9  0.64  4.17  3.45 999 1010.3   4.0   3.0 999.0 99.0 99.00
2006 05 11 01 00  62  6.6  7.4  0.63  3.85  3.50 999 1011.5   4.0   3.0 999.0 99.0 99.00
2006 05 11 02 00  29  6.2  7.7  0.62  4.00  3.54 999 1011.3   3.9   3.0 999.0 99.0 99.00
2006 05 11 03 00  46  6.6  7.6  0.60  3.70  3.41 999 1012.3   3.8   3.0 999.0 99.0 99.00
2006 05 11 04 00  32  7.5  8.8  0.56  3.70  3.49 999 1012.4   3.9   3.0 999.0 99.0 99.00
2006 05 11 05 00  35  7.2  8.4  0.73  4.00  3.54 999 1012.6   3.8   3.0 999.0 99.0 99.00
2006 05 11 06 00  32  7.8  9.4  0.79  4.35  3.70 999 1012.8   3.7   3.0 999.0 99.0 99.00
2006 05 11 07 00  39  9.3 11.2  0.90  4.35  3.73 999 1012.7   3.7   3.0 999.0 99.0 99.00
2006 05 11 08 00  38 10.1 12.8  1.02  4.76  3.94 999 1012.9   3.4   3.0 999.0 99.0 99.00
2006 05 11 09 00  35 11.3 13.7  1.27  4.76  4.04 999 1012.6   3.3   3.0 999.0 99.0 99.00
2006 05 11 10 00  31 11.6 13.5  1.46  5.26  4.32 999 1012.5   3.1   3.0 999.0 99.0 99.00
2006 05 11 11 00  35 10.7 12.9  1.72  5.56  4.51 999 1013.1   3.1   3.0 999.0 99.0 99.00
2006 05 11 12 00  32 12.2 15.0  1.96  5.56  4.82 999 1012.9   2.8   3.0 999.0 99.0 99.00
2006 05 11 13 00  30 13.6 16.0  2.09  5.88  4.85 999 1012.7   2.4   3.0 999.0 99.0 99.00
2006 05 11 14 00  24 13.3 15.3  2.28  6.25  5.13 999 1012.9   2.2   3.0 999.0 99.0 99.00
2006 05 11 15 00  19 12.5 14.9  2.49  6.25  5.31 999 1012.6   2.1   3.0 999.0 99.0 99.00
2006 05 11 16 00  21 12.5 15.1  2.51  6.25  5.46 999 1012.5   2.2   3.0 999.0 99.0 99.00
2006 05 11 17 00  16 10.5 13.2  2.48  7.69  5.58 999 1012.4   2.4   3.0 999.0 99.0 99.00
2006 05 11 18 00  11 11.1 13.1  2.70  7.69  5.82 999 1011.8   2.0   3.0 999.0 99.0 99.00
2006 05 11 19 00  10 10.4 13.1  2.40  8.33  5.75 999 1011.6   2.2   3.0 999.0 99.0 99.00
2006 05 11 20 00   8 10.4 12.5  2.50  8.33  5.72 999 1011.2   2.4   3.0 999.0 99.0 99.00
2006 05 11 21 00   5 10.8 13.0  2.56  8.33  5.85 999 1010.4   2.8   3.0 999.0 99.0 99.00
2006 05 11 22 00   7 11.4 13.1  2.63  8.33  5.75 999 1009.9   3.2   3.0 999.0 99.0 99.00
2006 05 11 23 00   9 11.6 13.7  2.89  8.33  6.02 999 1009.3   3.4   3.0 999.0 99.0 99.00
2006 05 12 00 00   7 13.5 16.4  2.77  8.33  5.90 999 1007.9   3.6   3.0 999.0 99.0 99.00
2006 05 12 01 00  11 13.7 16.7  2.72  7.14  5.69 999 1007.5   3.7   3.0 999.0 99.0 99.00
2006 05 12 02 00  18 11.6 15.0  3.44  8.33  6.45 999 1008.0   3.6   3.0 999.0 99.0 99.00
2006 05 12 03 00  29 10.6 12.8  3.02  8.33  6.06 999 1008.5   3.5   3.0 999.0 99.0 99.00
2006 05 12 04 00  26 10.8 13.2  3.08  8.33  6.17 999 1007.8   3.4   3.0 999.0 99.0 99.00
2006 05 12 05 00  25 11.5 13.9  2.98  9.09  6.15 999 1007.3   3.1   3.0 999.0 99.0 99.00
2006 05 12 06 00  24 11.7 14.0  2.96  8.33  6.13 999 1006.6   3.0   3.0 999.0 99.0 99.00
2006 05 12 07 00  27 12.6 14.9  3.14  9.09  6.18 999 1006.0   2.9   3.0 999.0 99.0 99.00
2006 05 12 08 00  25 11.6 14.3  3.16  9.09  6.24 999 1005.4   2.8   3.0 999.0 99.0 99.00
2006 05 12 09 00  27 11.6 14.1  3.03  9.09  6.29 999 1005.1   3.0   3.0 999.0 99.0 99.00
2006 05 12 10 00  24 11.1 13.3  2.92  9.09  6.20 999 1004.4   3.1   3.0 999.0 99.0 99.00
2006 05 12 11 00  24 10.1 12.2  2.90  9.09  6.21 999 1004.4   3.1   3.0 999.0 99.0 99.00
2006 05 12 12 00  24 10.3 12.2  2.91  9.09  6.32 999 1004.3   3.1   3.0 999.0 99.0 99.00
2006 05 12 13 00  24 10.0 11.8  2.70  9.09  6.14 999 1004.2   3.2   3.0 999.0 99.0 99.00
2006 05 12 14 00  21  8.9 10.6  2.58  8.33  6.04 999 1004.1   3.0   3.0 999.0 99.0 99.00
2006 05 12 15 00  23  8.2 10.2  2.67  8.33  6.02 999 1004.1   2.9   3.0 999.0 99.0 99.00
2006 05 12 16 00  23  8.5  9.9  2.23  8.33  5.79 999 1004.1   2.9   3.0 999.0 99.0 99.00
2006 05 12 17 00  20  7.7  9.5  2.33  8.33  5.98 999 1003.8   2.7   3.0 999.0 99.0 99.00
2006 05 12 18 00  25  7.6  9.0  2.03  8.33  5.83 999 1004.0   3.1   3.0 999.0 99.0 99.00
2006 05 12 19 00  25  7.9 10.7  1.98  7.69  5.55 999 1004.0   3.1   3.0 999.0 99.0 99.00
2006 05 12 20 00  26  8.4  9.8  1.87  7.14  5.45 999 1004.1   3.1   3.0 999.0 99.0 99.00
2006 05 12 21 00  27  9.2 11.4  1.87  7.69  5.35 999 1004.1   3.1   3.0 999.0 99.0 99.00
2006 05 12 22 00  30  9.8 11.9  1.84  7.69  5.21 999 1004.5   3.3   3.0 999.0 99.0 99.00
2006 05 12 23 00  31  9.6 12.2  1.83  7.14  5.09 999 1005.1   3.2   3.0 999.0 99.0 99.00
2006 05 13 00 00  27 10.4 12.4  1.78  7.14  5.11 999 1005.1   3.3   3.0 999.0 99.0 99.00
2006 05 13 01 00  30 11.2 13.7  1.86  6.67  4.95 999 1005.2   3.7   3.0 999.0 99.0 99.00
2006 05 13 02 00  30 11.8 14.7  1.99  7.14  5.00 999 1005.0   4.1   3.0 999.0 99.0 99.00
2006 05 13 03 00  35 12.3 14.8  2.11  7.14  5.09 999 1005.2   4.4   3.0 999.0 99.0 99.00
2006 05 13 04 00  37 12.5 14.7  2.02  6.67  5.04 999 1005.4   4.4   3.0 999.0 99.0 99.00
2006 05 13 05 00  39 12.1 14.5  2.12  6.67  5.06 999 1005.8   4.1   3.0 999.0 99.0 99.00
2006 05 13 06 00  41 10.8 12.8  2.17  6.67  5.16 999 1006.3   4.0   3.0 999.0 99.0 99.00
2006 05 13 07 00  42  9.8 11.5  2.18  7.14  5.29 999 1006.7   4.0   3.0 999.0 99.0 99.00
2006 05 13 08 00  54 10.1 12.0  2.16  7.14  5.11 999 1006.8   4.6   3.0 999.0 99.0 99.00
2006 05 13 09 00  51  9.7 11.2  2.00  6.67  5.03 999 1007.0   4.4   3.0 999.0 99.0 99.00
2006 05 13 10 00  54  8.5  9.8  1.84  6.67  4.94 999 1007.9   4.4   3.0 999.0 99.0 99.00
2006 05 13 11 00  49  7.5  8.5  1.61  6.25  4.96 999 1008.6   4.2   3.0 999.0 99.0 99.00
