#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 05 06 19 50 183  2.6  2.9  0.49  4.55  3.76  66 1017.9   3.5   2.7 999.0 99.0 99.00
2017 05 06 20 50 220  2.7  3.9  0.41  4.35  3.70  64 1017.8   3.4   2.7 999.0 99.0 99.00
2017 05 06 21 50 273  2.0  2.5  0.34  4.00  3.55  55 1018.0   3.3   2.7 999.0 99.0 99.00
2017 05 06 22 50 284  1.3  1.6  0.41  5.00  3.93  61 1017.6   3.5   2.7 999.0 99.0 99.00
2017 05 06 23 50 284  2.3  2.7  0.39  4.55  4.03  59 1017.4   3.4   2.7 999.0 99.0 99.00
2017 05 07 00 50 284  2.4  2.7  0.36  5.00  4.14  61 1017.7   3.1   2.6 999.0 99.0 99.00
2017 05 07 01 50 296  2.9  3.5  0.36  5.00  4.20  65 1017.9   2.9   2.6 999.0 99.0 99.00
2017 05 07 02 50 318  2.6  3.1  0.37  4.76  4.33  65 1018.3   2.9   2.6 999.0 99.0 99.00
2017 05 07 03 50 323  4.1  4.9  0.31  4.76  4.14  71 1018.3   3.4   2.5 999.0 99.0 99.00
2017 05 07 04 50  33  4.9  5.4  0.27  5.26  3.96  70 1018.4   4.6   2.5 999.0 99.0 99.00
2017 05 07 05 50  17  6.5  7.9  0.28  5.00  3.89  74 1018.5   4.3   2.5 999.0 99.0 99.00
2017 05 07 06 50   8  5.9  6.9  0.39  5.00  3.15  74 1018.9   3.9   2.5 999.0 99.0 99.00
2017 05 07 07 50   8  6.6  7.6  0.47  3.13  3.17  34 1018.9   3.4   2.5 999.0 99.0 99.00
2017 05 07 08 50  11  6.1  7.3  0.53  3.57  3.25  37 1019.4   3.1   2.5 999.0 99.0 99.00
2017 05 07 09 50 356  7.3  8.6  0.67  4.00  3.33  49 1019.7   2.8   2.5 999.0 99.0 99.00
2017 05 07 10 50 349  7.0  9.1  0.67  4.55  3.41  59 1020.3   2.4   2.4 999.0 99.0 99.00
2017 05 07 11 50   3  6.3  7.7  0.80  4.35  3.71  54 1021.5   2.0   2.4 999.0 99.0 99.00
2017 05 07 12 50   5  7.7  8.9  0.87  4.55  3.77  52 1021.8   1.5   2.4 999.0 99.0 99.00
2017 05 07 13 50 354  6.2  7.3  0.84  4.35  3.79  45 1022.5   1.3   2.4 999.0 99.0 99.00
2017 05 07 14 50 348  6.2  7.6  0.84  4.55  3.93  47 1022.2   1.1   2.5 999.0 99.0 99.00
2017 05 07 15 50  43  3.7  4.7  0.82  5.00  4.09  65 1022.7   1.1   2.5 999.0 99.0 99.00
2017 05 07 16 50  76  3.0  3.8  0.85  5.00  4.38  63 1022.2   1.2   2.5 999.0 99.0 99.00
2017 05 07 17 50 138  2.0  2.7  0.91  5.88  4.73  68 1022.0   1.4   2.5 999.0 99.0 99.00
2017 05 07 18 50 192  3.1  3.7  0.90  5.88  4.91  64 1021.9   1.5   2.6 999.0 99.0 99.00
2017 05 07 19 50 204  3.8  4.9  0.87  6.67  4.90  61 1021.7   1.6   2.6 999.0 99.0 99.00
2017 05 07 20 50 220  4.2  4.9  0.80  6.25  4.88  53 1021.2   1.8   2.7 999.0 99.0 99.00
2017 05 07 21 50 210  3.2  3.6  0.69  6.25  4.86  52 1020.7   2.1   2.6 999.0 99.0 99.00
2017 05 07 22 50 203  2.3  3.0  0.58  5.88  4.68  51 1020.6   2.3   2.5 999.0 99.0 99.00
2017 05 07 23 50 181  1.0  1.3  0.56  5.88  4.74  61 1020.5   2.4   2.5 999.0 99.0 99.00
2017 05 08 00 50 314  0.2  0.5  0.50  5.88  4.71  56 1020.4   3.2   2.4 999.0 99.0 99.00
2017 05 08 01 50 341  0.7  0.9  0.45  5.88  4.53  68 1021.0   1.8   1.7 999.0 99.0 99.00
2017 05 08 02 50 352  1.6  1.8  0.40  5.56  4.53  67 1021.6   1.5   2.2 999.0 99.0 99.00
2017 05 08 03 50  16  0.9  1.1  0.36  5.26  4.53  72 1021.7   1.7   1.9 999.0 99.0 99.00
2017 05 08 04 50  49  2.3  2.9  0.28  5.56  4.38  79 1021.6   1.9   2.3 999.0 99.0 99.00
2017 05 08 05 50   4  1.0  1.3  0.26  4.76  4.25  65 1021.9   2.1   2.3 999.0 99.0 99.00
2017 05 08 06 50 312  0.6  0.9  0.23 99.00  4.16 999 1021.7   1.8   1.8 999.0 99.0 99.00
2017 05 08 07 50 347  1.2  1.3  0.18 99.00  3.94 999 1021.7   1.4   1.3 999.0 99.0 99.00
2017 05 08 08 50 313  0.5  0.5  0.16 99.00  3.95 999 1022.2   1.2   2.0 999.0 99.0 99.00
2017 05 08 09 50 325  1.1  1.2  0.13 99.00  4.18 999 1022.3   1.4   1.0 999.0 99.0 99.00
2017 05 08 10 50 177  0.0  0.0  0.11 99.00  4.34 999 1022.5   1.5   1.7 999.0 99.0 99.00
2017 05 08 11 50 360  1.6  1.7  0.08 99.00  4.44 999 1022.6   2.1   1.4 999.0 99.0 99.00
2017 05 08 12 50 322  0.9  1.2  0.06 99.00  4.52 999 1022.8   1.4   1.8 999.0 99.0 99.00
2017 05 08 13 50   6  3.1  3.5  0.06 99.00  4.50 999 1023.4   1.6   2.1 999.0 99.0 99.00
2017 05 08 14 50  39  4.2  4.9  0.06 99.00  4.18 999 1023.1   2.4   2.5 999.0 99.0 99.00
2017 05 08 15 50  76  3.2  3.8  0.07 99.00  3.84 999 1023.3   2.7   2.6 999.0 99.0 99.00
2017 05 08 16 50  79  3.5  4.4  0.07 99.00  3.76 999 1022.6   2.7   2.6 999.0 99.0 99.00
2017 05 08 17 50  93  2.7  3.1  0.08 99.00  3.63 999 1022.2   2.8   2.6 999.0 99.0 99.00
2017 05 08 18 50  78  2.6  3.1  0.07 99.00  2.96 999 1021.8   2.8   2.6 999.0 99.0 99.00
2017 05 08 19 50  67  2.0  2.4  0.11 99.00  2.69 999 1021.1   2.8   2.6 999.0 99.0 99.00
2017 05 08 20 50  69  2.5  2.9  0.11 99.00  2.62 999 1020.2   2.9   2.6 999.0 99.0 99.00
2017 05 08 21 50  64  3.6  4.1  0.11 99.00  2.68 999 1019.7   3.2   2.6 999.0 99.0 99.00
2017 05 08 22 50  64  1.5  2.3  0.12 99.00  2.72 999 1019.7   3.7   2.6 999.0 99.0 99.00
2017 05 08 23 50  26  3.3  3.8  0.10 99.00  3.14 999 1018.7   3.5   2.6 999.0 99.0 99.00
2017 05 09 00 50  24  4.8  5.3  0.08 99.00  2.82 999 1018.2   3.6   2.6 999.0 99.0 99.00
2017 05 09 01 50  49  4.2  5.0  0.09 99.00  2.75 999 1017.7   3.5   2.6 999.0 99.0 99.00
2017 05 09 02 50  59  4.2  5.4  0.14 99.00  2.45 999 1017.2   3.1   2.6 999.0 99.0 99.00
2017 05 09 03 50  60  3.6  4.2  0.17 99.00  2.52 999 1017.1   3.2   2.6 999.0 99.0 99.00
2017 05 09 04 50 119  2.1  3.2  0.23 99.00  2.70 999 1017.3   3.2   2.5 999.0 99.0 99.00
2017 05 09 05 50  75  1.8  2.1  0.20 99.00  2.60 999 1017.2   3.1   2.5 999.0 99.0 99.00
2017 05 09 06 50  45  4.0  4.3  0.18 99.00  2.72 999 1016.6   3.0   2.5 999.0 99.0 99.00
2017 05 09 07 50  52  3.3  3.8  0.20 99.00  2.83 999 1016.3   2.9   2.5 999.0 99.0 99.00
2017 05 09 08 50  43  4.0  4.5  0.17 99.00  2.90 999 1015.7   3.0   2.5 999.0 99.0 99.00
2017 05 09 09 50  51  3.4  3.9  0.15 99.00  2.92 999 1015.1   3.1   2.5 999.0 99.0 99.00
2017 05 09 10 50  55  3.4  3.8  0.12 99.00  2.83 999 1015.0   3.2   2.5 999.0 99.0 99.00
2017 05 09 11 50  63  4.2  4.7  0.11 99.00  2.78 999 1015.0   3.2   2.5 999.0 99.0 99.00
2017 05 09 12 50  75  3.7  4.5  0.10 99.00  2.67 999 1014.9   3.4   2.5 999.0 99.0 99.00
2017 05 09 13 50  70  3.6  4.2  0.09 99.00  2.54 999 1014.8   3.4   2.5 999.0 99.0 99.00
2017 05 09 14 50  76  2.7  3.0  0.08 99.00  2.52 999 1014.6   3.4   2.5 999.0 99.0 99.00
2017 05 09 15 50  79  1.2  1.8  0.08 99.00  2.40 999 1014.3   3.4   2.5 999.0 99.0 99.00
2017 05 09 16 50  89  2.8  3.3  0.08 99.00  2.43 999 1013.6   3.3   2.6 999.0 99.0 99.00
2017 05 09 17 50  87  1.8  2.0  0.07 99.00  2.36 999 1013.5   3.4   2.6 999.0 99.0 99.00
2017 05 09 18 50 181  0.8  1.0  0.06 99.00  2.91 999 1013.1   3.6   2.6 999.0 99.0 99.00
2017 05 09 19 50 352  0.5  0.8  0.05 99.00  2.91 999 1012.5   4.0   2.7 999.0 99.0 99.00
2017 05 09 20 50  78  2.1  2.4  0.04 99.00  3.15 999 1012.3   3.3   2.6 999.0 99.0 99.00
2017 05 09 21 50 103  1.7  1.9  0.04 99.00  3.20 999 1012.2   3.4   2.7 999.0 99.0 99.00
2017 05 09 22 50 116  2.0  2.2  0.04 99.00  3.30 999 1011.5   3.3   2.7 999.0 99.0 99.00
2017 05 09 23 50  42  1.5  1.9  0.05 99.00  3.56 999 1011.2   3.4   2.6 999.0 99.0 99.00
2017 05 10 00 50  41  3.9  4.3  0.05 99.00  3.64 999 1010.8   3.1   2.6 999.0 99.0 99.00
2017 05 10 01 50  59  2.3  3.0  0.06 99.00  3.44 999 1010.7   3.3   2.6 999.0 99.0 99.00
2017 05 10 02 50 323  5.2  5.8  0.07 99.00  3.24 999 1011.3   3.2   2.6 999.0 99.0 99.00
2017 05 10 03 50 345  4.1  4.6  0.07 99.00  2.86 999 1011.4   3.2   2.6 999.0 99.0 99.00
2017 05 10 04 50 352  2.5  2.9  0.08 99.00  2.75 999 1011.3   3.3   2.6 999.0 99.0 99.00
2017 05 10 05 50  58  0.2  0.5  0.08 99.00  2.92 999 1011.6   3.6   2.5 999.0 99.0 99.00
2017 05 10 06 50 199  3.4  5.5  0.06 99.00  2.81 999 1011.9   3.2   2.5 999.0 99.0 99.00
2017 05 10 07 50 252  3.9  4.7  0.05 99.00  2.98 999 1012.6   3.3   2.5 999.0 99.0 99.00
2017 05 10 08 50 237  2.4  2.8  0.11 99.00  2.38 999 1012.4   3.2   2.5 999.0 99.0 99.00
2017 05 10 09 50 275  1.0  1.8 99.00 99.00 99.00 999 1012.1   3.2   2.6 999.0 99.0 99.00
2017 05 10 10 50 339  0.2  0.4  0.14 99.00  2.49 999 1012.0   3.2   2.4 999.0 99.0 99.00
2017 05 10 11 50 179  1.4  1.6  0.14 99.00  2.65 999 1012.4   3.0   2.5 999.0 99.0 99.00
2017 05 10 12 50 157  1.6  2.0  0.12 99.00  2.66 999 1012.5   3.5   2.6 999.0 99.0 99.00
2017 05 10 14 50 186  4.0  4.6  0.10 99.00  2.78 999 1012.2   4.5   2.7 999.0 99.0 99.00
2017 05 10 15 50 178  3.2  3.5  0.08 99.00  2.80 999 1012.3   4.6   2.8 999.0 99.0 99.00
2017 05 10 16 50 299  1.4  2.3  0.09 99.00  3.13 999 1012.5   5.6   3.0 999.0 99.0 99.00
2017 05 10 17 50  77  2.8  3.1  0.14 99.00  3.36 999 1012.0   4.4   2.8 999.0 99.0 99.00
2017 05 10 18 50 121  2.4  2.8  0.11 99.00  3.58 999 1011.9   4.5   2.8 999.0 99.0 99.00
2017 05 10 19 50  78  3.0  3.8  0.11 99.00  3.56 999 1011.9   4.3   2.8 999.0 99.0 99.00
2017 05 10 20 50  96  3.6  3.9  0.14 99.00  3.80 999 1011.7   4.3   2.8 999.0 99.0 99.00
2017 05 10 21 50 129  4.5  4.9  0.12 99.00  3.84 999 1011.5   4.5   2.8 999.0 99.0 99.00
2017 05 10 22 50 139  4.1  5.6  0.15 99.00  4.04 999 1011.7   5.3   2.8 999.0 99.0 99.00
2017 05 10 23 50  98  1.4  2.2  0.15 99.00  4.08 999 1011.8   6.4   2.8 999.0 99.0 99.00
2017 05 11 00 50 180  4.7  5.4  0.16 99.00  3.89 999 1011.5   9.6   2.7 999.0 99.0 99.00
2017 05 11 01 50 254  3.6  8.3  0.18 99.00  3.85 999 1012.1   7.7   2.7 999.0 99.0 99.00
2017 05 11 02 50 343  5.3  6.1  0.18 99.00  3.65 999 1013.3   4.0   2.7 999.0 99.0 99.00
2017 05 11 03 50 347  5.1  7.0  0.15 99.00  3.81 999 1014.0   4.5   2.7 999.0 99.0 99.00
2017 05 11 04 50 335  2.7  3.4  0.20 99.00  2.92 999 1014.2   4.2   2.7 999.0 99.0 99.00
2017 05 11 05 50 325  2.0  2.2  0.16 99.00  3.05 999 1014.8   4.0   2.6 999.0 99.0 99.00
2017 05 11 06 50 238  1.7  2.3  0.18 99.00  3.02 999 1016.0   4.2   2.6 999.0 99.0 99.00
2017 05 11 07 50 231  1.5  2.4  0.17 99.00  3.00 999 1016.2   3.8   2.6 999.0 99.0 99.00
2017 05 11 08 50 217  1.0  1.3  0.18 99.00  3.18 999 1016.7   4.8   2.6 999.0 99.0 99.00
2017 05 11 09 50 272  1.9  2.3  0.20 99.00  3.17 999 1017.1   4.4   2.6 999.0 99.0 99.00
2017 05 11 10 50 288  1.6  1.9  0.24 99.00  3.25 999 1017.3   4.4   2.5 999.0 99.0 99.00
2017 05 11 11 50 342  2.1  2.5  0.26  3.13  3.15 337 1018.0   5.0   2.6 999.0 99.0 99.00
2017 05 11 12 50 343  2.8  3.0  0.25  3.23  3.12 332 1018.1   4.4   2.7 999.0 99.0 99.00
2017 05 11 16 50 287  2.5  3.0  0.19 99.00  3.34 999 1019.6   4.3   2.8 999.0 99.0 99.00
2017 05 11 17 50 217  1.0  1.4  0.18 99.00  3.44 999 1019.2   4.3   2.8 999.0 99.0 99.00
2017 05 11 18 50 273  1.8  2.3  0.17 99.00  3.50 999 1018.8   4.4   2.8 999.0 99.0 99.00
2017 05 11 19 50 241  2.3  2.5  0.16 99.00  3.53 999 1018.8   4.4   2.9 999.0 99.0 99.00
2017 05 11 20 50 197  3.5  3.9  0.13 99.00  3.41 999 1018.4   4.2   2.8 999.0 99.0 99.00
2017 05 11 21 50 201  2.8  3.2  0.14 99.00  3.55 999 1018.2   4.3   2.8 999.0 99.0 99.00
2017 05 11 22 50 195  2.9  3.5  0.18 99.00  3.80 999 1018.3   4.1   2.8 999.0 99.0 99.00
2017 05 11 23 50 238  1.6  1.9  0.11 99.00  3.50 999 1018.0   4.1   2.8 999.0 99.0 99.00
2017 05 12 00 50 341  2.3  2.6  0.11 99.00  3.60 999 1018.6   3.5   2.7 999.0 99.0 99.00
2017 05 12 01 50  45  1.2  2.5  0.11 99.00  3.60 999 1018.6   3.9   2.7 999.0 99.0 99.00
2017 05 12 02 50 247  0.9  1.0  0.15 99.00  3.78 999 1018.5   4.7   2.5 999.0 99.0 99.00
2017 05 12 03 50 246  2.0  2.1  0.09 99.00  3.56 999 1018.3   4.9   2.3 999.0 99.0 99.00
2017 05 12 04 50 266  1.4  1.4  0.09 99.00  3.57 999 1018.1   4.2   2.5 999.0 99.0 99.00
2017 05 12 05 50 177  2.6  2.9  0.09 99.00  3.56 999 1018.1   4.0   2.5 999.0 99.0 99.00
2017 05 12 06 50 220  3.0  3.2  0.08 99.00  3.53 999 1017.6   4.1   2.6 999.0 99.0 99.00
2017 05 12 07 50 236  4.0  5.0  0.07 99.00  3.54 999 1017.7   4.3   2.6 999.0 99.0 99.00
2017 05 12 08 50 240  2.5  2.8  0.06 99.00  3.40 999 1017.6   3.8   2.6 999.0 99.0 99.00
2017 05 12 09 50 280  2.5  2.9  0.06 99.00  3.56 999 1017.6   3.7   2.6 999.0 99.0 99.00
2017 05 12 10 50 291  2.3  2.5  0.06 99.00  3.50 999 1017.5   3.6   2.6 999.0 99.0 99.00
2017 05 12 11 50 280  2.8  3.2  0.06 99.00  3.53 999 1017.8   3.4   2.6 999.0 99.0 99.00
2017 05 12 12 50 337  2.2  2.8  0.05 99.00  3.49 999 1018.0   3.9   2.6 999.0 99.0 99.00
2017 05 12 13 50 310  1.9  2.2  0.04 99.00  3.43 999 1018.1   3.6   2.7 999.0 99.0 99.00
2017 05 12 14 50 322  1.0  1.3  0.10 99.00  3.57 999 1017.8   4.0   2.8 999.0 99.0 99.00
2017 05 12 15 50 225  1.8  2.1  0.06 99.00  3.70 999 1017.8   4.4   2.8 999.0 99.0 99.00
2017 05 12 16 50 218  3.0  3.2  0.06 99.00  2.75 999 1017.6   3.8   2.8 999.0 99.0 99.00
2017 05 12 17 50 204  4.0  4.4  0.06 99.00  2.67 999 1016.8   4.2   2.8 999.0 99.0 99.00
2017 05 12 18 50 190  3.8  4.2  0.06 99.00  3.01 999 1016.2   4.3   2.8 999.0 99.0 99.00
2017 05 12 19 50 189  3.4  4.0  0.06 99.00  2.65 999 1015.7   4.6   2.8 999.0 99.0 99.00
2017 05 12 20 50 197  3.6  4.1  0.06 99.00  2.67 999 1015.1   5.0   2.8 999.0 99.0 99.00
2017 05 12 21 50 106  2.1  3.0  0.07 99.00  3.11 999 1014.6   4.7   2.8 999.0 99.0 99.00
2017 05 12 22 50 114  3.1  3.3  0.05 99.00  3.17 999 1014.0   4.5   2.8 999.0 99.0 99.00
2017 05 12 23 50 120  3.8  4.1  0.04 99.00  2.82 999 1013.4   5.1   2.8 999.0 99.0 99.00
2017 05 13 00 50  60  4.8  5.7  0.08 99.00  3.20 999 1012.8   4.5   2.8 999.0 99.0 99.00
2017 05 13 01 50 120  3.4  3.7  0.04 99.00  2.95 999 1012.9   5.1   2.7 999.0 99.0 99.00
2017 05 13 02 50  84  5.2  5.8  0.08 99.00  3.31 999 1012.6   4.7   2.7 999.0 99.0 99.00
2017 05 13 03 50  84  5.8  6.7  0.15 99.00  2.27 999 1012.4   4.9   2.7 999.0 99.0 99.00
2017 05 13 04 50  30  5.4  7.2  0.27  2.60  2.58  82 1012.5   5.5   2.7 999.0 99.0 99.00
2017 05 13 05 50  22  7.3  8.2  0.27  2.86  2.66  87 1012.2   4.8   2.7 999.0 99.0 99.00
2017 05 13 06 50  27  6.7  7.7  0.37  2.94  2.74  86 1012.0   4.1   2.7 999.0 99.0 99.00
2017 05 13 07 50  26  6.5  7.5 99.00 99.00 99.00 999 1011.6   4.1   2.7 999.0 99.0 99.00
2017 05 13 08 50  30  7.9  9.3  0.49  3.03  2.94  52 1011.5   4.6   2.7 999.0 99.0 99.00
2017 05 13 09 50  31  6.5  7.7  0.54  3.13  3.13  63 1011.7   4.3   2.7 999.0 99.0 99.00
2017 05 13 10 50  18  7.2  8.5  0.54  3.33  3.16  60 1012.0   4.2   2.7 999.0 99.0 99.00
2017 05 13 11 50  22  7.6  9.2  0.60  3.45  3.18  54 1012.0   4.3   2.7 999.0 99.0 99.00
2017 05 13 12 50  24  6.9  8.0  0.68  3.85  3.41  49 1012.4   4.3   2.7 999.0 99.0 99.00
2017 05 13 13 50  20  6.2  7.0  0.67  3.85  3.42  37 1012.8   4.1   2.7 999.0 99.0 99.00
2017 05 13 14 50  16  6.3  7.2  0.64  3.70  3.40  45 1013.1   4.1   2.7 999.0 99.0 99.00
2017 05 13 15 50   8  5.3  6.2  0.58  4.00  3.41  43 1013.4   4.1   2.8 999.0 99.0 99.00
2017 05 13 16 50   3  3.9  4.4  0.55  4.00  3.47  49 1013.6   3.9   2.8 999.0 99.0 99.00
2017 05 13 17 50  11  2.3  2.7  0.48  4.00  3.36  70 1013.5   4.1   2.8 999.0 99.0 99.00
2017 05 13 18 50 102  2.6  3.1  0.39  3.85  3.39  64 1013.1   4.4   2.8 999.0 99.0 99.00
2017 05 13 19 50 222  2.1  2.4  0.36  3.85  3.35  55 1013.1   4.2   2.8 999.0 99.0 99.00
2017 05 13 20 50 235  2.0  2.7  0.28  3.45  3.18  57 1012.7   4.0   2.8 999.0 99.0 99.00
2017 05 13 21 50 255  2.0  2.4  0.23 99.00  3.09 999 1012.8   4.0   2.9 999.0 99.0 99.00
2017 05 13 22 50 289  1.1  1.3  0.21 99.00  3.10 999 1012.7   4.1   2.9 999.0 99.0 99.00
2017 05 13 23 50  35  1.4  1.7  0.16 99.00  3.02 999 1012.6   3.8   2.8 999.0 99.0 99.00
2017 05 14 00 50  32  2.4  2.7  0.15 99.00  3.01 999 1012.8   3.7   2.7 999.0 99.0 99.00
2017 05 14 01 50  40  3.1  3.5  0.14 99.00  3.03 999 1013.0   3.6   2.8 999.0 99.0 99.00
2017 05 14 02 50  48  2.4  3.0  0.13 99.00  3.13 999 1013.3   3.7   2.8 999.0 99.0 99.00
2017 05 14 03 50  34  1.3  2.0  0.12 99.00  3.03 999 1013.5   3.8   2.7 999.0 99.0 99.00
2017 05 14 04 50  39  2.1  2.5  0.11 99.00  2.97 999 1013.7   3.8   2.7 999.0 99.0 99.00
2017 05 14 05 50  31  6.3  7.4  0.09 99.00  2.89 999 1014.2   4.3   2.7 999.0 99.0 99.00
2017 05 14 06 50  41  4.4  4.9 99.00 99.00 99.00 999 1014.7   4.7   2.7 999.0 99.0 99.00
2017 05 14 07 50  32  4.9  5.5  0.18 99.00  2.49 999 1014.7   4.6   2.7 999.0 99.0 99.00
2017 05 14 08 50  29  3.8  4.3  0.19 99.00  2.56 999 1015.1   4.1   2.7 999.0 99.0 99.00
2017 05 14 09 50  49  3.4  4.0  0.19 99.00  2.66 999 1015.6   3.8   2.7 999.0 99.0 99.00
2017 05 14 10 50  48  3.7  4.1  0.18 99.00  2.51 999 1016.1   3.7   2.7 999.0 99.0 99.00
2017 05 14 11 50  67  3.4  4.0  0.16 99.00  2.58 999 1016.8   3.7   2.7 999.0 99.0 99.00
2017 05 14 12 50  57  3.6  4.1  0.16 99.00  2.57 999 1017.3   3.4   2.7 999.0 99.0 99.00
2017 05 14 13 50  58  4.2  4.7  0.15 99.00  2.56 999 1017.3   3.4   2.8 999.0 99.0 99.00
