#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 05 28 06 00 263  2.8  3.0  0.27  3.57  3.27 999 1018.6   5.1 999.0 999.0 99.0 99.00
2007 05 28 07 00 247  2.9  3.1  0.25  3.33  3.22 999 1019.0   4.7 999.0 999.0 99.0 99.00
2007 05 28 08 00 236  1.4  1.7  0.20  3.45  3.21 999 1019.5   4.3 999.0 999.0 99.0 99.00
2007 05 28 09 00 234  2.7  3.3  0.17  3.45  3.13 999 1019.9   4.2 999.0 999.0 99.0 99.00
2007 05 28 10 00 220  2.2  2.7  0.15  3.45  3.18 999 1020.2   4.6 999.0 999.0 99.0 99.00
2007 05 28 11 00 239  1.5  1.8  0.00  0.00  0.00 999 1020.5   4.7 999.0 999.0 99.0 99.00
2007 05 28 12 00 210  2.3  2.6  0.00  0.00  0.00 999 1020.8   4.8 999.0 999.0 99.0 99.00
2007 05 28 13 00 208  3.0  3.3  0.00  0.00  0.00 999 1021.3   4.6 999.0 999.0 99.0 99.00
2007 05 28 14 00 153  2.5  3.0  0.00  0.00  0.00 999 1021.8   4.5 999.0 999.0 99.0 99.00
2007 05 28 15 00 160  2.1  2.2  0.00  0.00  0.00 999 1021.9   4.5 999.0 999.0 99.0 99.00
2007 05 28 16 00  80  2.6  3.4  0.00  0.00  0.00 999 1021.3   4.4 999.0 999.0 99.0 99.00
2007 05 28 17 00  58  3.3  3.6  0.00  0.00  0.00 999 1021.2   4.4 999.0 999.0 99.0 99.00
2007 05 28 18 00  60  3.3  3.5  0.00  0.00  0.00 999 1020.6   4.4 999.0 999.0 99.0 99.00
2007 05 28 19 00  61  3.9  4.3  0.00  0.00  0.00 999 1020.0   4.8 999.0 999.0 99.0 99.00
2007 05 28 20 00  71  4.6  5.0  0.00  0.00  0.00 999 1019.2   5.5 999.0 999.0 99.0 99.00
2007 05 28 22 00  97  6.2  6.7  0.00  0.00  0.00 999 1018.0   5.0 999.0 999.0 99.0 99.00
2007 05 28 23 00  88  6.1  6.6  0.19  2.50  2.84 999 1016.9   5.5 999.0 999.0 99.0 99.00
2007 05 29 00 00  59  5.0  5.8  0.29  2.63  2.82 999 1016.7   4.7 999.0 999.0 99.0 99.00
2007 05 29 01 00  87  5.2  5.6  0.35  2.94  2.93 999 1016.2   5.4 999.0 999.0 99.0 99.00
2007 05 29 02 00 104  5.8  6.9  0.34  2.94  2.95 999 1016.1   6.2 999.0 999.0 99.0 99.00
2007 05 29 03 00 127  4.9  5.4  0.34  2.94  3.00 999 1016.3   6.1 999.0 999.0 99.0 99.00
2007 05 29 04 00 141  5.2  5.4  0.34  3.23  3.12 999 1016.1   6.5 999.0 999.0 99.0 99.00
2007 05 29 05 00 155  5.5  5.7  0.33  3.45  3.19 999 1016.2   7.9 999.0 999.0 99.0 99.00
2007 05 29 06 00 147  4.8  5.1  0.29  3.45  3.19 999 1016.3   7.9 999.0 999.0 99.0 99.00
2007 05 29 07 00 141  5.1  5.5  0.26  3.23  3.12 999 1015.8   7.6 999.0 999.0 99.0 99.00
2007 05 29 08 00 157  5.6  6.0  0.24  3.13  3.05 999 1015.4   7.7 999.0 999.0 99.0 99.00
2007 05 29 09 00 158  4.9  5.4  0.22  3.13  3.01 999 1015.6   7.1 999.0 999.0 99.0 99.00
2007 05 29 10 00 282  0.9  1.8  0.26  3.70  3.18 999 1015.8   6.6 999.0 999.0 99.0 99.00
2007 05 29 11 00 212  4.5  7.3  0.31  3.57  3.25 999 1015.7   9.6 999.0 999.0 99.0 99.00
2007 05 29 12 00 220  4.2  5.2  0.41  3.57  3.30 999 1015.9   9.5 999.0 999.0 99.0 99.00
2007 05 29 13 00 190  0.5  1.1  0.39  3.70  3.25 999 1016.1   9.3 999.0 999.0 99.0 99.00
2007 05 29 14 00  95  1.1  1.6  0.44  3.45  3.25 999 1015.9   8.9 999.0 999.0 99.0 99.00
2007 05 29 15 00  97  3.2  3.6  0.37  3.70  3.25 999 1015.6   8.5 999.0 999.0 99.0 99.00
2007 05 29 16 00 147  2.5  4.3  0.36  3.57  3.30 999 1015.3   9.8 999.0 999.0 99.0 99.00
2007 05 29 17 00 154  2.7  4.2  0.31  3.33  3.26 999 1015.2  10.8 999.0 999.0 99.0 99.00
2007 05 29 18 00 148  2.9  3.3  0.27  3.23  3.27 999 1015.0   9.4 999.0 999.0 99.0 99.00
2007 05 29 19 00 144  4.4  4.7  0.27  3.57  3.26 999 1014.5   9.7 999.0 999.0 99.0 99.00
2007 05 29 20 00 130  4.4  4.6  0.26  3.33  3.24 999 1013.7   9.5 999.0 999.0 99.0 99.00
2007 05 29 21 00 141  5.1  5.5  0.23  3.45  3.17 999 1013.2   9.3 999.0 999.0 99.0 99.00
2007 05 29 22 00 140  3.7  4.1  0.19  2.78  3.18 999 1013.1  11.4 999.0 999.0 99.0 99.00
2007 05 29 23 00  66  3.9  4.3  0.18  3.03  3.16 999 1012.4   7.2 999.0 999.0 99.0 99.00
2007 05 30 00 00  95  2.9  4.0  0.00  0.00  0.00 999 1012.4   5.8 999.0 999.0 99.0 99.00
2007 05 30 01 00  60  2.5  3.8  0.17  4.17  3.34 999 1013.0   6.4 999.0 999.0 99.0 99.00
2007 05 30 02 00 246  3.6  4.0  0.00  0.00  0.00 999 1013.3  11.1 999.0 999.0 99.0 99.00
2007 05 30 03 00 228  6.0  7.4  0.00  0.00  0.00 999 1014.4   8.8 999.0 999.0 99.0 99.00
2007 05 30 04 00 212  6.6  7.3  0.32  2.70  2.83 999 1014.2   9.8 999.0 999.0 99.0 99.00
2007 05 30 05 00 227  6.1  6.5  0.38  3.13  3.07 999 1014.2   9.5 999.0 999.0 99.0 99.00
2007 05 30 06 00 186  2.6  3.1  0.37  3.23  3.21 999 1014.4   6.8 999.0 999.0 99.0 99.00
2007 05 30 07 00 171  4.2  5.5  0.40  3.33  3.27 999 1014.0   8.5 999.0 999.0 99.0 99.00
2007 05 30 08 00 145  4.7  5.2  0.35  3.45  3.29 999 1014.0   7.8 999.0 999.0 99.0 99.00
2007 05 30 09 00 133  3.6  4.3  0.30  3.33  3.21 999 1014.2   7.7 999.0 999.0 99.0 99.00
2007 05 30 10 00 141  4.9  5.2  0.25  3.23  3.24 999 1014.2   7.9 999.0 999.0 99.0 99.00
2007 05 30 11 00 143  4.9  5.2  0.21  3.13  3.26 999 1014.5   8.8 999.0 999.0 99.0 99.00
2007 05 30 12 00 147  4.5  4.8  0.18  3.03  3.26 999 1015.1   8.1 999.0 999.0 99.0 99.00
2007 05 30 13 00 152  4.3  4.6  0.19  2.94  3.26 999 1015.2   7.5 999.0 999.0 99.0 99.00
2007 05 30 14 00 153  3.9  4.5  0.00  0.00  0.00 999 1015.5   9.3 999.0 999.0 99.0 99.00
2007 05 30 15 00  66  0.9  1.2  0.00  0.00  0.00 999 1015.4   9.2 999.0 999.0 99.0 99.00
2007 05 30 16 00 106  1.4  1.6  0.00  0.00  0.00 999 1015.5   9.5 999.0 999.0 99.0 99.00
2007 05 30 17 00 107  1.4  1.6  0.00  0.00  0.00 999 1015.5   9.9 999.0 999.0 99.0 99.00
2007 05 30 18 00  77  1.7  1.9  0.00  0.00  0.00 999 1015.3   9.9 999.0 999.0 99.0 99.00
2007 05 30 19 00  29  3.6  4.0  0.00  0.00  0.00 999 1015.0   7.9 999.0 999.0 99.0 99.00
2007 05 30 20 00  54  3.6  3.7  0.00  0.00  0.00 999 1014.7   5.6 999.0 999.0 99.0 99.00
2007 05 30 21 00  75  3.7  4.3  0.00  0.00  0.00 999 1014.6   6.0 999.0 999.0 99.0 99.00
2007 05 30 22 00 149  6.6  8.1  0.00  0.00  0.00 999 1015.4   6.1 999.0 999.0 99.0 99.00
2007 05 30 23 00 133  4.5  4.8  0.00  0.00  0.00 999 1013.8  10.9 999.0 999.0 99.0 99.00
2007 05 31 00 00  80  4.7  5.4  0.00  0.00  0.00 999 1013.6   9.8 999.0 999.0 99.0 99.00
2007 05 31 01 00 119  3.6  4.7  0.00  0.00  0.00 999 1013.8   9.9 999.0 999.0 99.0 99.00
2007 05 31 02 00  84  2.9  3.5  0.00  0.00  0.00 999 1013.8   6.4 999.0 999.0 99.0 99.00
2007 05 31 03 00  73  3.5  3.7  0.00  0.00  0.00 999 1014.2   5.2 999.0 999.0 99.0 99.00
2007 05 31 04 00  75  4.9  5.7  0.00  0.00  0.00 999 1013.9   7.2 999.0 999.0 99.0 99.00
2007 05 31 05 00  56  4.4  4.9  0.00  0.00  0.00 999 1013.8   4.8 999.0 999.0 99.0 99.00
2007 05 31 06 00  54  4.1  4.4  0.00  0.00  0.00 999 1013.5   5.2 999.0 999.0 99.0 99.00
2007 05 31 07 00  43  4.4  4.8  0.00  0.00  0.00 999 1013.4   4.8 999.0 999.0 99.0 99.00
2007 05 31 08 00  50  5.0  5.5  0.20  2.70  2.86 999 1013.1   4.0 999.0 999.0 99.0 99.00
2007 05 31 09 00  52  5.6  6.3  0.29  3.03  2.94 999 1013.1   3.8 999.0 999.0 99.0 99.00
2007 05 31 10 00  53  5.6  6.1  0.34  3.13  3.03 999 1013.0   3.9 999.0 999.0 99.0 99.00
2007 05 31 11 00  33  5.0  5.6  0.36  3.23  3.15 999 1013.1   3.9 999.0 999.0 99.0 99.00
2007 05 31 12 00  43  5.1  5.8  0.40  3.57  3.19 999 1013.3   4.0 999.0 999.0 99.0 99.00
2007 05 31 13 00  51  6.2  7.1  0.37  3.57  3.15 999 1013.1   4.2 999.0 999.0 99.0 99.00
2007 05 31 14 00  47  5.2  5.8  0.45  3.45  3.26 999 1013.7   4.4 999.0 999.0 99.0 99.00
2007 05 31 15 00  51  5.2  5.6  0.39  3.45  3.19 999 1013.8   4.4 999.0 999.0 99.0 99.00
2007 05 31 16 00  57  3.8  4.1  0.34  3.33  3.17 999 1014.0   4.2 999.0 999.0 99.0 99.00
2007 05 31 18 00  55  3.0  3.6  0.35  3.45  3.26 999 1014.2   4.2 999.0 999.0 99.0 99.00
2007 05 31 19 00 305  0.4  0.9  0.33  3.23  3.30 999 1014.4   5.1 999.0 999.0 99.0 99.00
2007 05 31 20 00 326  0.7  0.9  0.32  3.57  3.22 999 1014.5   4.5 999.0 999.0 99.0 99.00
2007 05 31 21 00 129  0.5  0.8  0.26  3.23  3.13 999 1014.7   4.2 999.0 999.0 99.0 99.00
2007 05 31 22 00 274  2.6  2.8  0.24  3.33  3.17 999 1014.6   4.1 999.0 999.0 99.0 99.00
2007 05 31 23 00 223  3.1  5.9  0.25  3.33  3.19 999 1014.7   3.6 999.0 999.0 99.0 99.00
2007 06 01 00 00 213  2.0  2.9  0.22  3.13  3.11 999 1014.4   3.6 999.0 999.0 99.0 99.00
2007 06 01 01 00 202  2.3  3.2  0.20  3.23  3.08 999 1015.0   3.5 999.0 999.0 99.0 99.00
2007 06 01 02 00 173  1.6  1.8  0.19  3.23  3.08 999 1015.1   3.4 999.0 999.0 99.0 99.00
2007 06 01 03 00 263  2.1  2.5  0.18  3.45  3.10 999 1015.5   3.6 999.0 999.0 99.0 99.00
2007 06 01 04 00 259  0.2  0.6  0.15  3.23  3.06 999 1015.9   3.4 999.0 999.0 99.0 99.00
2007 06 01 05 00 291  1.3  1.4  0.00  0.00  0.00 999 1014.8   3.6 999.0 999.0 99.0 99.00
2007 06 01 06 00 205  0.7  1.3  0.00  0.00  0.00 999 1015.4   3.2 999.0 999.0 99.0 99.00
2007 06 01 07 00 178  0.1  0.5  0.00  0.00  0.00 999 1015.1   3.7 999.0 999.0 99.0 99.00
2007 06 01 08 00 101  2.2  2.6  0.00  0.00  0.00 999 1015.2   2.9 999.0 999.0 99.0 99.00
2007 06 01 09 00 308  1.3  2.3  0.15  4.00  3.38 999 1015.5   2.7 999.0 999.0 99.0 99.00
2007 06 01 10 00 345  0.7  1.3  0.00  0.00  0.00 999 1015.1   2.8 999.0 999.0 99.0 99.00
2007 06 01 11 00 121  0.1  0.4  0.00  0.00  0.00 999 1015.4   3.1 999.0 999.0 99.0 99.00
2007 06 01 12 00 180  0.0  0.0  0.00  0.00  0.00 999 1015.7   3.4 999.0 999.0 99.0 99.00
2007 06 01 13 00 180  0.0  0.0  0.00  0.00  0.00 999 1015.5   3.8 999.0 999.0 99.0 99.00
2007 06 01 14 00 261  0.7  0.8  0.00  0.00  0.00 999 1015.9   3.4 999.0 999.0 99.0 99.00
2007 06 01 15 00 175  1.2  1.7  0.00  0.00  0.00 999 1016.3   3.6 999.0 999.0 99.0 99.00
2007 06 01 16 00 188  1.3  1.4  0.00  0.00  0.00 999 1015.7   3.9 999.0 999.0 99.0 99.00
2007 06 01 17 00 182  1.1  1.7  0.00  0.00  0.00 999 1015.4   4.0 999.0 999.0 99.0 99.00
2007 06 01 18 00  29  0.6  1.3  0.00  0.00  0.00 999 1014.9   4.2 999.0 999.0 99.0 99.00
2007 06 01 19 00 135  1.0  1.2  0.00  0.00  0.00 999 1014.7   4.1 999.0 999.0 99.0 99.00
2007 06 01 20 00  26  1.1  1.3  0.00  0.00  0.00 999 1014.1   4.2 999.0 999.0 99.0 99.00
2007 06 01 21 00  28  3.2  3.8  0.00  0.00  0.00 999 1013.3   3.9 999.0 999.0 99.0 99.00
2007 06 01 22 00  28  3.4  3.9  0.00  0.00  0.00 999 1012.7   3.8 999.0 999.0 99.0 99.00
2007 06 01 23 00  50  3.3  3.6  0.00  0.00  0.00 999 1012.3   4.0 999.0 999.0 99.0 99.00
2007 06 02 00 00  78  4.2  5.3  0.00  0.00  0.00 999 1012.1   4.2 999.0 999.0 99.0 99.00
2007 06 02 01 00  77  4.0  4.5  0.00  0.00  0.00 999 1012.2   4.1 999.0 999.0 99.0 99.00
2007 06 02 02 00  56  3.0  3.2  0.00  0.00  0.00 999 1012.0   4.4 999.0 999.0 99.0 99.00
2007 06 02 03 00  56  4.3  4.9  0.00  0.00  0.00 999 1011.9   4.8 999.0 999.0 99.0 99.00
2007 06 02 04 00  66  5.1  5.6  0.00  0.00  0.00 999 1011.5   4.8 999.0 999.0 99.0 99.00
2007 06 02 05 00  42  6.2  7.1  0.00  0.00  0.00 999 1011.4   4.2 999.0 999.0 99.0 99.00
2007 06 02 06 00  55  6.3  7.0  0.26  2.56  2.75 999 1011.1   4.2 999.0 999.0 99.0 99.00
2007 06 02 07 00  46  6.7  7.9  0.47  3.23  3.08 999 1010.9   4.1 999.0 999.0 99.0 99.00
2007 06 02 08 00  49  7.6  8.8  0.49  3.57  3.25 999 1010.5   4.4 999.0 999.0 99.0 99.00
2007 06 02 09 00  56  7.7  8.5  0.53  3.45  3.19 999 1010.2   4.4 999.0 999.0 99.0 99.00
2007 06 02 10 00  61  7.3  8.3  0.54  3.45  3.19 999 1009.7   4.3 999.0 999.0 99.0 99.00
2007 06 02 11 00  59  7.7  9.5  0.64  3.45  3.24 999 1009.4   4.5 999.0 999.0 99.0 99.00
2007 06 02 12 00  56  7.8  8.9  0.73  3.70  3.41 999 1009.2   4.2 999.0 999.0 99.0 99.00
2007 06 02 13 00  49  8.3  9.3  0.76  3.57  3.42 999 1009.0   4.6 999.0 999.0 99.0 99.00
2007 06 02 14 00  53  7.3  8.6  0.82  4.17  3.61 999 1009.3   4.3 999.0 999.0 99.0 99.00
2007 06 02 15 00  52  7.4  8.8  0.85  4.17  3.69 999 1009.2   4.0 999.0 999.0 99.0 99.00
2007 06 02 16 00  47  8.2  9.7  0.86  4.35  3.68 999 1008.9   4.0 999.0 999.0 99.0 99.00
2007 06 02 17 00  48  8.1  9.6  0.86  4.17  3.73 999 1008.6   4.4 999.0 999.0 99.0 99.00
2007 06 02 18 00  48  7.3  8.5  0.76  4.17  3.59 999 1008.4   4.8 999.0 999.0 99.0 99.00
2007 06 02 19 00  43  6.1  7.1  0.69  4.17  3.57 999 1008.1   4.5 999.0 999.0 99.0 99.00
2007 06 02 20 00  48  4.4  5.2  0.61  3.85  3.52 999 1008.0   4.8 999.0 999.0 99.0 99.00
2007 06 02 21 00  51  5.5  6.3  0.54  4.35  3.54 999 1007.5   4.7 999.0 999.0 99.0 99.00
2007 06 02 22 00  47  5.2  5.5  0.50  3.85  3.48 999 1007.4   5.0 999.0 999.0 99.0 99.00
2007 06 02 23 00  45  2.5  3.0  0.42  4.00  3.43 999 1007.3   4.5 999.0 999.0 99.0 99.00
2007 06 03 00 00  33  4.9  5.3  0.37  3.85  3.36 999 1006.6   4.5 999.0 999.0 99.0 99.00
2007 06 03 01 00  47  3.5  3.9  0.33  3.70  3.32 999 1006.6   4.6 999.0 999.0 99.0 99.00
2007 06 03 02 00  39  1.9  2.1  0.30  3.45  3.29 999 1006.6   4.4 999.0 999.0 99.0 99.00
2007 06 03 03 00 104  0.9  1.2  0.27  3.33  3.29 999 1006.6   4.4 999.0 999.0 99.0 99.00
2007 06 03 04 00 294  1.9  2.3  0.26  3.13  3.25 999 1006.7   3.9 999.0 999.0 99.0 99.00
2007 06 03 05 00 305  1.7  1.9  0.23  3.57  3.23 999 1006.3   4.3 999.0 999.0 99.0 99.00
2007 06 03 06 00 324  2.2  2.5  0.21  3.57  3.19 999 1006.0   4.2 999.0 999.0 99.0 99.00
2007 06 03 07 00 350  3.4  3.8  0.20  3.23  3.17 999 1006.0   3.9 999.0 999.0 99.0 99.00
2007 06 03 08 00 360  2.8  3.3  0.18  3.33  3.17 999 1005.5   4.1 999.0 999.0 99.0 99.00
2007 06 03 09 00   5  1.8  1.9  0.16  3.23  3.07 999 1005.1   4.5 999.0 999.0 99.0 99.00
2007 06 03 10 00 349  0.6  0.8  0.00  0.00  0.00 999 1005.1   4.5 999.0 999.0 99.0 99.00
2007 06 03 11 00 296  2.1  2.3  0.00  0.00  0.00 999 1005.5   5.0 999.0 999.0 99.0 99.00
2007 06 03 12 00 280  0.4  0.6  0.00  0.00  0.00 999 1005.3   4.8 999.0 999.0 99.0 99.00
2007 06 03 13 00 339  0.9  1.9  0.17  4.17  3.32 999 1005.5   4.7 999.0 999.0 99.0 99.00
2007 06 03 14 00 293  1.4  2.0  0.00  0.00  0.00 999 1005.4   5.8 999.0 999.0 99.0 99.00
2007 06 03 15 00 317  1.3  1.5  0.00  0.00  0.00 999 1005.3   5.5 999.0 999.0 99.0 99.00
2007 06 03 16 00 251  1.2  1.5  0.00  0.00  0.00 999 1005.3   5.1 999.0 999.0 99.0 99.00
2007 06 03 17 00 302  3.0  3.3  0.00  0.00  0.00 999 1005.2   5.9 999.0 999.0 99.0 99.00
2007 06 03 18 00 300  3.4  3.7  0.00  0.00  0.00 999 1004.8   5.3 999.0 999.0 99.0 99.00
2007 06 03 19 00 298  2.2  2.6  0.00  0.00  0.00 999 1004.6   5.0 999.0 999.0 99.0 99.00
2007 06 03 20 00 343  1.5  1.8  0.00  0.00  0.00 999 1004.4   5.3 999.0 999.0 99.0 99.00
2007 06 03 21 00 325  1.6  2.6  0.00  0.00  0.00 999 1004.1   6.5 999.0 999.0 99.0 99.00
2007 06 03 22 00 335  1.8  1.8  0.00  0.00  0.00 999 1004.3   5.1 999.0 999.0 99.0 99.00
2007 06 03 23 00 338  3.7  4.6  0.00  0.00  0.00 999 1004.9   5.1 999.0 999.0 99.0 99.00
2007 06 04 00 00 340  2.9  3.5  0.00  0.00  0.00 999 1004.6   6.4 999.0 999.0 99.0 99.00
2007 06 04 01 00 348  3.1  3.7  0.00  0.00  0.00 999 1004.4   7.1 999.0 999.0 99.0 99.00
2007 06 04 02 00 339  2.6  3.0  0.00  0.00  0.00 999 1004.6   5.9 999.0 999.0 99.0 99.00
2007 06 04 03 00 333  3.9  4.4  0.00  0.00  0.00 999 1004.6   5.9 999.0 999.0 99.0 99.00
2007 06 04 04 00 342  4.9  5.4  0.00  0.00  0.00 999 1004.2   6.4 999.0 999.0 99.0 99.00
2007 06 04 05 00 355  3.5  4.0  0.00  0.00  0.00 999 1004.1   6.0 999.0 999.0 99.0 99.00
2007 06 04 06 00 346  3.5  3.9  0.00  0.00  0.00 999 1003.7   5.7 999.0 999.0 99.0 99.00
2007 06 04 07 00 357  3.3  3.6  0.00  0.00  0.00 999 1003.4   5.7 999.0 999.0 99.0 99.00
2007 06 04 08 00 339  4.0  4.4  0.00  0.00  0.00 999 1003.1   6.2 999.0 999.0 99.0 99.00
2007 06 04 09 00 340  3.6  3.8  0.00  0.00  0.00 999 1003.0   5.8 999.0 999.0 99.0 99.00
2007 06 04 10 00   3  3.7  3.9  0.00  0.00  0.00 999 1003.1   6.2 999.0 999.0 99.0 99.00
2007 06 04 11 00 355  2.9  3.3  0.00  0.00  0.00 999 1003.3   5.2 999.0 999.0 99.0 99.00
2007 06 04 12 00 356  3.7  4.1  0.00  0.00  0.00 999 1003.4   6.0 999.0 999.0 99.0 99.00
2007 06 04 13 00   1  4.9  5.3  0.00  0.00  0.00 999 1003.5   7.4 999.0 999.0 99.0 99.00
2007 06 04 14 00   2  3.3  3.8  0.00  0.00  0.00 999 1004.1   6.3 999.0 999.0 99.0 99.00
2007 06 04 15 00 360  2.2  2.8  0.00  0.00  0.00 999 1004.2   6.0 999.0 999.0 99.0 99.00
2007 06 04 16 00   6  3.9  5.5  0.15  2.78  2.78 999 1004.5   6.4 999.0 999.0 99.0 99.00
2007 06 04 17 00 356  1.6  2.4  0.24  2.70  2.79 999 1004.6   7.0 999.0 999.0 99.0 99.00
2007 06 04 18 00 234  2.0  2.1  0.20  2.78  2.95 999 1004.3   8.7 999.0 999.0 99.0 99.00
2007 06 04 19 00 203  2.8  3.1  0.17  3.13  2.99 999 1004.1   6.2 999.0 999.0 99.0 99.00
2007 06 04 20 00 314  3.6  4.3  0.16  2.86  2.93 999 1004.9   8.2 999.0 999.0 99.0 99.00
2007 06 04 21 00 260  4.6  5.2  0.00  0.00  0.00 999 1004.7   6.1 999.0 999.0 99.0 99.00
2007 06 04 22 00 311  4.4  5.5  0.00  0.00  0.00 999 1005.7   6.0 999.0 999.0 99.0 99.00
2007 06 04 23 00 358  4.4  5.0  0.15  3.33  3.31 999 1005.6   7.4 999.0 999.0 99.0 99.00
2007 06 05 00 00 359  4.9  5.4  0.00  0.00  0.00 999 1006.4   6.2 999.0 999.0 99.0 99.00
2007 06 05 01 00  10  4.2  4.9  0.00  0.00  0.00 999 1007.2   5.9 999.0 999.0 99.0 99.00
2007 06 05 02 00  30  2.9  3.7  0.00  0.00  0.00 999 1007.6   5.6 999.0 999.0 99.0 99.00
2007 06 05 03 00  23  4.6  5.7  0.15  2.50  2.94 999 1008.6   6.0 999.0 999.0 99.0 99.00
2007 06 05 04 00  15  2.5  3.0  0.16  3.85  3.13 999 1008.9   5.3 999.0 999.0 99.0 99.00
2007 06 05 05 00 310  1.2  1.7  0.22  3.45  3.28 999 1009.1   5.1 999.0 999.0 99.0 99.00
2007 06 05 06 00 310  1.0  1.3  0.37  4.00  3.45 999 1009.3   5.1 999.0 999.0 99.0 99.00
2007 06 05 07 00 331  3.2  4.0  0.34  4.17  3.59 999 1009.3   5.3 999.0 999.0 99.0 99.00
2007 06 05 08 00 331  4.7  5.1  0.39  4.00  3.75 999 1009.3   4.9 999.0 999.0 99.0 99.00
2007 06 05 09 00 341  4.0  4.5  0.36  4.00  3.70 999 1009.6   5.1 999.0 999.0 99.0 99.00
2007 06 05 10 00 346  4.1  4.5  0.30  3.70  3.67 999 1010.0   4.9 999.0 999.0 99.0 99.00
2007 06 05 11 00 359  4.3  4.7  0.29  4.00  3.62 999 1010.4   4.8 999.0 999.0 99.0 99.00
2007 06 05 12 00  17  3.3  3.7  0.25  3.85  3.45 999 1010.6   4.7 999.0 999.0 99.0 99.00
2007 06 05 13 00  30  3.5  4.0  0.22  4.00  3.53 999 1011.0   4.5 999.0 999.0 99.0 99.00
2007 06 05 14 00  30  3.2  3.6  0.20  3.57  3.45 999 1011.7   4.5 999.0 999.0 99.0 99.00
2007 06 05 15 00  50  3.7  4.1  0.18  4.35  3.46 999 1011.7   4.5 999.0 999.0 99.0 99.00
2007 06 05 16 00  52  3.2  3.4  0.17  3.33  3.27 999 1011.6   4.4 999.0 999.0 99.0 99.00
2007 06 05 17 00  64  1.9  2.1  0.17  3.45  3.26 999 1011.2   4.6 999.0 999.0 99.0 99.00
2007 06 05 18 00 149  1.5  1.9 99.00 99.00 99.00 999 1010.9   4.7 999.0 999.0 99.0 99.00
2007 06 05 19 00 222  1.2  1.3  0.18  4.76  3.73 999 1010.7   4.5 999.0 999.0 99.0 99.00
2007 06 05 20 00 193  0.4  0.7  0.21  4.35  3.87 999 1010.4   4.9 999.0 999.0 99.0 99.00
2007 06 05 21 00 126  0.7  0.8  0.21  4.00  3.77 999 1010.0   4.5 999.0 999.0 99.0 99.00
2007 06 05 22 00 133  2.1  2.2  0.18  4.00  3.73 999 1009.6   4.2 999.0 999.0 99.0 99.00
2007 06 05 23 00 151  3.1  3.2  0.17  4.17  3.73 999 1009.1   4.2 999.0 999.0 99.0 99.00
2007 06 06 00 00 142  3.3  3.6  0.00  0.00  0.00 999 1008.7   3.9 999.0 999.0 99.0 99.00
2007 06 06 01 00 145  3.6  4.1  0.19  4.35  3.62 999 1008.5   4.0 999.0 999.0 99.0 99.00
2007 06 06 02 00 118  2.8  3.0  0.00  0.00  0.00 999 1008.3   3.9 999.0 999.0 99.0 99.00
2007 06 06 03 00 148  2.2  2.6  0.00  0.00  0.00 999 1008.5   4.1 999.0 999.0 99.0 99.00
2007 06 06 04 00  46  0.9  1.4  0.00  0.00  0.00 999 1008.2   5.0 999.0 999.0 99.0 99.00
2007 06 06 05 00  81  1.0  1.3  0.00  0.00  0.00 999 1007.9   5.1 999.0 999.0 99.0 99.00
2007 06 06 06 00  23  2.0  3.1  0.00  0.00  0.00 999 1007.6   5.4 999.0 999.0 99.0 99.00
2007 06 06 07 00 156  0.8  1.5  0.00  0.00  0.00 999 1007.3   6.2 999.0 999.0 99.0 99.00
2007 06 06 08 00 136  0.4  1.9  0.00  0.00  0.00 999 1007.2   6.3 999.0 999.0 99.0 99.00
2007 06 06 09 00 141  3.1  3.6  0.00  0.00  0.00 999 1006.8   5.1 999.0 999.0 99.0 99.00
2007 06 06 10 00 156  3.2  3.8  0.00  0.00  0.00 999 1006.5   4.8 999.0 999.0 99.0 99.00
2007 06 06 11 00 168  1.9  2.4  0.00  0.00  0.00 999 1006.1   5.5 999.0 999.0 99.0 99.00
2007 06 06 12 00 183  1.5  1.8  0.00  0.00  0.00 999 1006.3   5.0 999.0 999.0 99.0 99.00
2007 06 06 13 00 160  3.0  3.6  0.00  0.00  0.00 999 1006.1   4.9 999.0 999.0 99.0 99.00
2007 06 06 14 00 103  2.0  2.7  0.15  3.13  2.97 999 1005.8   5.2 999.0 999.0 99.0 99.00
2007 06 06 15 00 152  3.8  4.1  0.16  2.86  2.88 999 1005.4   6.0 999.0 999.0 99.0 99.00
2007 06 06 16 00 164  2.7  3.1  0.15  2.78  2.94 999 1004.9   6.8 999.0 999.0 99.0 99.00
2007 06 06 17 00 145  1.7  2.0  0.00  0.00  0.00 999 1004.6   6.6 999.0 999.0 99.0 99.00
2007 06 06 18 00  85  2.0  2.1  0.00  0.00  0.00 999 1003.9   8.1 999.0 999.0 99.0 99.00
2007 06 06 19 00  86  3.1  3.6  0.00  0.00  0.00 999 1003.2   9.8 999.0 999.0 99.0 99.00
2007 06 06 20 00  90  4.2  4.6  0.00  0.00  0.00 999 1002.9   5.3 999.0 999.0 99.0 99.00
2007 06 06 21 00  46  3.9  4.5  0.00  0.00  0.00 999 1002.8   5.0 999.0 999.0 99.0 99.00
2007 06 06 22 00  49  5.3  6.2  0.00  0.00  0.00 999 1002.5   4.7 999.0 999.0 99.0 99.00
