#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2012 03 15 23 50  32  1.1  2.4  0.00 99.00  4.70 999 1017.8   5.0   6.4 999.0 99.0 99.00
2012 03 16 00 50  15  1.2  2.6  0.00 99.00  4.86 999 1018.3   5.5   6.2 999.0 99.0 99.00
2012 03 16 01 50  75  0.1  0.8  0.00 99.00  4.73 999 1018.6   3.9   5.9 999.0 99.0 99.00
2012 03 16 02 50 138  0.4  1.4  0.01 99.00  5.36 999 1018.8   3.0   5.3 999.0 99.0 99.00
2012 03 16 03 50 180  0.0  0.3  0.00 99.00  4.28 999 1018.5   2.3   4.7 999.0 99.0 99.00
2012 03 16 04 50  25  0.5  0.9  0.00 99.00  4.74 999 1017.9   3.1   4.3 999.0 99.0 99.00
2012 03 16 05 50  17  0.6  1.1  0.00 99.00  4.56 999 1017.5   3.7   4.0 999.0 99.0 99.00
2012 03 16 06 50  18  0.4  0.8  0.00 99.00  4.44 999 1017.4   3.9   3.8 999.0 99.0 99.00
2012 03 16 07 50  20  0.5  1.0  0.00 99.00  4.26 999 1017.8   4.1   3.5 999.0 99.0 99.00
2012 03 16 08 50  21  0.7  1.6  0.01 99.00  5.11 999 1017.5   3.8   3.4 999.0 99.0 99.00
2012 03 16 09 50  26  0.5  1.3  0.00 99.00  4.64 999 1017.5   4.2   3.4 999.0 99.0 99.00
2012 03 16 10 50  76  0.4  0.7  0.00 99.00  4.66 999 1017.5   2.1   3.1 999.0 99.0 99.00
2012 03 16 11 50  56  0.6  1.2  0.00 99.00  4.38 999 1017.4   1.5   2.8 999.0 99.0 99.00
2012 03 16 12 50  32  0.3  2.6  0.00 99.00  4.51 999 1016.9   2.8   2.7 999.0 99.0 99.00
2012 03 16 13 50  27  0.9  2.6  0.14 99.00  4.24 999 1016.8   3.9   3.2 999.0 99.0 99.00
2012 03 16 14 50 261  0.9  2.2 99.00 99.00 99.00 999 1016.5   4.1   4.9 999.0 99.0 99.00
2012 03 16 15 50 252  0.9  2.0 99.00 99.00 99.00 999 1016.2   4.5   6.6 999.0 99.0 99.00
2012 03 16 16 50 241  0.7  1.6 99.00 99.00 99.00 999 1015.7   4.2   7.4 999.0 99.0 99.00
2012 03 16 17 50 229  1.8  3.3 99.00 99.00 99.00 999 1015.3   4.1   7.9 999.0 99.0 99.00
2012 03 16 18 50 244  0.8  2.1 99.00 99.00 99.00 999 1014.8   4.6   7.8 999.0 99.0 99.00
2012 03 16 19 50 249  0.9  2.1 99.00 99.00 99.00 999 1013.7   4.5   8.3 999.0 99.0 99.00
2012 03 16 20 50 268  0.4  1.4 99.00 99.00 99.00 999 1013.2   4.4   8.5 999.0 99.0 99.00
2012 03 16 21 50 243  0.6  1.7 99.00 99.00 99.00 999 1012.8   4.7   8.1 999.0 99.0 99.00
2012 03 16 22 50 230  1.4  2.6 99.00 99.00 99.00 999 1012.5   4.8   7.2 999.0 99.0 99.00
2012 03 16 23 50 235  1.2  2.4 99.00 99.00 99.00 999 1012.2   5.0   6.6 999.0 99.0 99.00
2012 03 17 00 50 233  1.6  4.7 99.00 99.00 99.00 999 1012.1   4.4   5.9 999.0 99.0 99.00
2012 03 17 01 50 236  1.2  3.1 99.00 99.00 99.00 999 1012.0   4.9   5.7 999.0 99.0 99.00
2012 03 17 03 50 240  0.8  1.7 99.00 99.00 99.00 999 1011.6   5.1   5.5 999.0 99.0 99.00
2012 03 17 04 50 233  1.3  2.4 99.00 99.00 99.00 999 1011.1   5.6   5.5 999.0 99.0 99.00
2012 03 17 05 50 232  1.6  2.7 99.00 99.00 99.00 999 1010.7   4.7   5.3 999.0 99.0 99.00
2012 03 17 06 50 180  0.1  0.7 99.00 99.00 99.00 999 1009.9   4.3   5.2 999.0 99.0 99.00
2012 03 17 08 50 290  0.1  0.6 99.00 99.00 99.00 999 1009.3   4.4   5.0 999.0 99.0 99.00
2012 03 17 09 50 251  0.4  1.4 99.00 99.00 99.00 999 1009.3   3.9   4.8 999.0 99.0 99.00
2012 03 17 10 50 180  0.1  0.5 99.00 99.00 99.00 999 1009.2   4.6   4.7 999.0 99.0 99.00
2012 03 17 12 50 180  0.1  0.7 99.00 99.00 99.00 999 1009.4   3.5   4.5 999.0 99.0 99.00
2012 03 17 13 50 180  0.0  0.3 99.00 99.00 99.00 999 1009.6   6.3   7.9 999.0 99.0 99.00
2012 03 17 14 50 263  0.4  1.5 99.00 99.00 99.00 999 1009.7   6.6  10.1 999.0 99.0 99.00
2012 03 17 15 50 232  1.7  2.9 99.00 99.00 99.00 999 1009.5   6.0  10.1 999.0 99.0 99.00
2012 03 17 16 50 260  0.4  1.4 99.00 99.00 99.00 999 1009.3   6.2  10.1 999.0 99.0 99.00
2012 03 17 17 50 304  0.4  1.1 99.00 99.00 99.00 999 1008.9   7.8  11.0 999.0 99.0 99.00
2012 03 17 18 50 272  0.6  1.7 99.00 99.00 99.00 999 1008.7   7.7  11.7 999.0 99.0 99.00
2012 03 17 19 50 250  0.5  2.0 99.00 99.00 99.00 999 1008.1   7.9  12.3 999.0 99.0 99.00
2012 03 17 22 50 251  0.7  1.7 99.00 99.00 99.00 999 1007.3   8.4  10.9 999.0 99.0 99.00
2012 03 18 00 50 256  0.2 99.0 99.00 99.00 99.00 999 1007.9   6.1   9.1 999.0 99.0 99.00
2012 03 18 01 50 180  0.0  0.2 99.00 99.00 99.00 999 1008.5   6.9   8.6 999.0 99.0 99.00
2012 03 18 02 50 180  0.0  0.0 99.00 99.00 99.00 999 1009.1   6.9   8.5 999.0 99.0 99.00
2012 03 18 03 50 180  0.0  0.3 99.00 99.00 99.00 999 1009.3   6.8   8.3 999.0 99.0 99.00
2012 03 18 07 50 255  0.6  1.7 99.00 99.00 99.00 999 1008.7   5.8   7.2 999.0 99.0 99.00
2012 03 18 09 50 270  0.4  1.4 99.00 99.00 99.00 999 1009.1   4.2 999.0 999.0 99.0 99.00
2012 03 18 15 50 235  1.0  2.2 99.00 99.00 99.00 999 1009.8   5.2   7.8 999.0 99.0 99.00
2012 03 18 16 50 248  0.8  1.9 99.00 99.00 99.00 999 1009.2   5.8   8.9 999.0 99.0 99.00
2012 03 18 17 50 235  1.2  2.3 99.00 99.00 99.00 999 1008.9   6.4   9.9 999.0 99.0 99.00
2012 03 18 18 50 253  1.6  4.2 99.00 99.00 99.00 999 1008.2   7.7  10.6 999.0 99.0 99.00
2012 03 18 19 50 228  2.1  4.2 99.00 99.00 99.00 999 1007.8   7.3  10.8 999.0 99.0 99.00
2012 03 18 20 50 233  2.2  4.6 99.00 99.00 99.00 999 1007.4   7.3  10.4 999.0 99.0 99.00
2012 03 18 21 50 234  1.6  3.9 99.00 99.00 99.00 999 1007.0   6.1   9.7 999.0 99.0 99.00
2012 03 18 22 50 246  1.3  2.4 99.00 99.00 99.00 999 1006.6   6.2   9.3 999.0 99.0 99.00
2012 03 18 23 50 259  0.6  1.9 99.00 99.00 99.00 999 1006.9   6.8   8.7 999.0 99.0 99.00
2012 03 19 01 50 232  1.4  2.4 99.00 99.00 99.00 999 1007.4   5.5   7.4 999.0 99.0 99.00
2012 03 19 02 50 244  0.7  1.5 99.00 99.00 99.00 999 1007.5   4.5   7.1 999.0 99.0 99.00
2012 03 19 04 50 248  0.7  1.8 99.00 99.00 99.00 999 1007.4   4.1   6.4 999.0 99.0 99.00
2012 03 19 06 50 257  0.7  2.4 99.00 99.00 99.00 999 1007.4   4.6   5.8 999.0 99.0 99.00
2012 03 19 10 50 263  0.3 99.0 99.00 99.00 99.00 999 1008.1   4.9 999.0 999.0 99.0 99.00
2012 03 19 11 50 274  0.9  2.5 99.00 99.00 99.00 999 1008.6   5.5   5.9 999.0 99.0 99.00
2012 03 19 12 50 259  1.3  3.3 99.00 99.00 99.00 999 1008.4   5.3   6.3 999.0 99.0 99.00
2012 03 19 13 50 255  2.0  6.7 99.00 99.00 99.00 999 1008.5   6.1   7.5 999.0 99.0 99.00
2012 03 19 14 50 247  0.8  2.1 99.00 99.00 99.00 999 1008.3   6.3   7.9 999.0 99.0 99.00
2012 03 19 15 50 283  0.4  1.5 99.00 99.00 99.00 999 1008.1   6.6   8.3 999.0 99.0 99.00
2012 03 19 16 50 234  1.5  2.6 99.00 99.00 99.00 999 1007.8   7.4   9.8 999.0 99.0 99.00
2012 03 19 17 50 235  1.3  2.6 99.00 99.00 99.00 999 1007.8   7.7  10.4 999.0 99.0 99.00
2012 03 19 18 50 232  1.7  3.7 99.00 99.00 99.00 999 1007.3   7.7  10.4 999.0 99.0 99.00
2012 03 19 19 50 243  1.4  3.6 99.00 99.00 99.00 999 1006.3   7.6  10.5 999.0 99.0 99.00
2012 03 19 20 50 238  1.7  3.4 99.00 99.00 99.00 999 1006.0   7.6  10.5 999.0 99.0 99.00
2012 03 19 21 50 236  1.7  3.3 99.00 99.00 99.00 999 1005.7   7.5  10.2 999.0 99.0 99.00
2012 03 19 22 50 234  2.1  4.3 99.00 99.00 99.00 999 1005.0   7.8   9.7 999.0 99.0 99.00
2012 03 19 23 50 239  1.4  2.3 99.00 99.00 99.00 999 1004.9   7.6   9.3 999.0 99.0 99.00
2012 03 20 00 50 239  1.8  3.1 99.00 99.00 99.00 999 1005.0   7.6   8.8 999.0 99.0 99.00
2012 03 20 01 50 241  1.6  3.3 99.00 99.00 99.00 999 1005.5   6.2   8.0 999.0 99.0 99.00
2012 03 20 02 50 242  1.2  2.5 99.00 99.00 99.00 999 1005.7   5.8   7.6 999.0 99.0 99.00
2012 03 20 03 50 283  0.2  0.7 99.00 99.00 99.00 999 1005.8   7.7   7.8 999.0 99.0 99.00
2012 03 20 04 50 180  0.0  0.5 99.00 99.00 99.00 999 1006.6   7.3   8.0 999.0 99.0 99.00
2012 03 20 05 50 303  0.5  1.4 99.00 99.00 99.00 999 1005.7   9.1   8.3 999.0 99.0 99.00
2012 03 20 06 50 287  0.7  1.4 99.00 99.00 99.00 999 1005.4   8.3   8.3 999.0 99.0 99.00
2012 03 20 07 50 180  0.0  0.0 99.00 99.00 99.00 999 1006.4   7.4   8.2 999.0 99.0 99.00
2012 03 20 08 50 251  1.4  3.3 99.00 99.00 99.00 999 1007.3   5.8   7.6 999.0 99.0 99.00
2012 03 20 09 50 267  0.8  1.9 99.00 99.00 99.00 999 1007.7   6.0   7.4 999.0 99.0 99.00
2012 03 20 10 50 302  0.4  1.1 99.00 99.00 99.00 999 1007.8   6.6   7.4 999.0 99.0 99.00
2012 03 20 11 50 180  0.1  0.5 99.00 99.00 99.00 999 1008.2   5.9   7.0 999.0 99.0 99.00
2012 03 20 12 50 180  0.1  0.6 99.00 99.00 99.00 999 1008.6   5.6   7.0 999.0 99.0 99.00
2012 03 20 13 50 286  0.2  1.2 99.00 99.00 99.00 999 1009.1   5.5   7.4 999.0 99.0 99.00
2012 03 20 16 50 180  0.0  0.0 99.00 99.00 99.00 999 1010.5   8.8   9.2 999.0 99.0 99.00
2012 03 20 17 50 180  0.0  0.1 99.00 99.00 99.00 999 1010.8  11.9  10.1 999.0 99.0 99.00
2012 03 20 18 50 180  0.0  0.3 99.00 99.00 99.00 999 1010.4  15.4  11.4 999.0 99.0 99.00
2012 03 20 19 50 180  0.0  0.1 99.00 99.00 99.00 999 1011.1  15.6  12.3 999.0 99.0 99.00
2012 03 21 00 50 180  0.0  0.0 99.00 99.00 99.00 999 1013.1  13.6  12.9 999.0 99.0 99.00
2012 03 21 01 50 180  0.0  0.0 99.00 99.00 99.00 999 1013.8  13.4  12.7 999.0 99.0 99.00
2012 03 21 02 50 240  1.0  3.5 99.00 99.00 99.00 999 1013.3  13.3  12.8 999.0 99.0 99.00
2012 03 21 04 50 180  0.0  0.0 99.00 99.00 99.00 999 1013.8  10.8  11.6 999.0 99.0 99.00
2012 03 21 09 50 999  0.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2012 03 21 11 50 180  0.0  0.0 99.00 99.00 99.00 999 1013.4   8.9   9.9 999.0 99.0 99.00
2012 03 21 12 50 180  0.0  0.0 99.00 99.00 99.00 999 1014.2   8.2   9.7 999.0 99.0 99.00
2012 03 21 13 50 180  0.0  0.0 99.00 99.00 99.00 999 1014.8   9.4   9.4 999.0 99.0 99.00
2012 03 21 14 50 180  0.0  0.2 99.00 99.00 99.00 999 1014.5   8.9   9.7 999.0 99.0 99.00
2012 03 21 15 50 180  0.0  0.0 99.00 99.00 99.00 999 1015.0   9.1   9.7 999.0 99.0 99.00
2012 03 21 16 50 180  0.0  0.1 99.00 99.00 99.00 999 1015.1   9.7   9.9 999.0 99.0 99.00
2012 03 21 17 50 180  0.0  0.4 99.00 99.00 99.00 999 1015.3  10.0   9.9 999.0 99.0 99.00
2012 03 21 18 50 180  0.1  1.1 99.00 99.00 99.00 999 1015.5  10.3  10.0 999.0 99.0 99.00
2012 03 21 19 50 180  0.0  0.3 99.00 99.00 99.00 999 1015.2  11.7  10.6 999.0 99.0 99.00
2012 03 21 21 50 180  0.0  0.0 99.00 99.00 99.00 999 1016.2  12.4  11.6 999.0 99.0 99.00
2012 03 21 22 50 180  0.0  0.0 99.00 99.00 99.00 999 1017.2   9.8  11.2 999.0 99.0 99.00
2012 03 21 23 50 180  0.0  0.3 99.00 99.00 99.00 999 1017.5   9.2  10.9 999.0 99.0 99.00
2012 03 22 00 50 180  0.0  0.0 99.00 99.00 99.00 999 1018.5   8.8  10.4 999.0 99.0 99.00
2012 03 22 01 50 180  0.0  0.0 99.00 99.00 99.00 999 1018.2   9.1  10.1 999.0 99.0 99.00
2012 03 22 02 50 180  0.0  0.3 99.00 99.00 99.00 999 1018.9   8.0   9.2 999.0 99.0 99.00
2012 03 22 03 50 180  0.0  0.0 99.00 99.00 99.00 999 1019.3   6.7   8.6 999.0 99.0 99.00
2012 03 22 04 50 180  0.0  0.0 99.00 99.00 99.00 999 1019.2   5.9   8.2 999.0 99.0 99.00
2012 03 22 05 50 180  0.0  0.0 99.00 99.00 99.00 999 1019.7   5.7   7.6 999.0 99.0 99.00
2012 03 22 06 50 180  0.0  0.3 99.00 99.00 99.00 999 1020.0   6.9   7.5 999.0 99.0 99.00
2012 03 22 07 50 180  0.1  0.8 99.00 99.00 99.00 999 1019.9   6.1   7.4 999.0 99.0 99.00
2012 03 22 08 50 180  0.0  0.0 99.00 99.00 99.00 999 1020.2   6.1   7.3 999.0 99.0 99.00
2012 03 22 09 50 180  0.0  0.3 99.00 99.00 99.00 999 1020.1   5.6   7.3 999.0 99.0 99.00
2012 03 22 10 50 180  0.1  1.0 99.00 99.00 99.00 999 1020.6   5.0   6.9 999.0 99.0 99.00
2012 03 22 11 50 180  0.0  0.1 99.00 99.00 99.00 999 1020.9   5.3   6.7 999.0 99.0 99.00
2012 03 22 12 50 248  0.6  1.7 99.00 99.00 99.00 999 1021.1   5.7   6.6 999.0 99.0 99.00
2012 03 22 13 50 258  0.7  1.7 99.00 99.00 99.00 999 1021.4   6.2   7.0 999.0 99.0 99.00
2012 03 22 14 50 338  0.4  1.2 99.00 99.00 99.00 999 1021.5   6.2   7.8 999.0 99.0 99.00
2012 03 22 15 50 180  0.0  0.3 99.00 99.00 99.00 999 1021.6   4.9   7.6 999.0 99.0 99.00
2012 03 22 16 50 248  0.7  1.9 99.00 99.00 99.00 999 1021.9   4.9   7.4 999.0 99.0 99.00
2012 03 22 17 50 242  0.9  2.0 99.00 99.00 99.00 999 1021.4   5.5   7.7 999.0 99.0 99.00
2012 03 22 18 50 228  1.8  3.0 99.00 99.00 99.00 999 1021.1   4.8   7.2 999.0 99.0 99.00
2012 03 22 19 50 265  0.4  1.2 99.00 99.00 99.00 999 1020.3   5.1   7.1 999.0 99.0 99.00
2012 03 22 20 50 233  1.8  2.9 99.00 99.00 99.00 999 1019.8   5.0   6.9 999.0 99.0 99.00
2012 03 22 21 50 270  1.0  2.7 99.00 99.00 99.00 999 1019.6   6.2   7.1 999.0 99.0 99.00
2012 03 22 22 50 284  2.2  4.0 99.00 99.00 99.00 999 1019.8   6.4   7.0 999.0 99.0 99.00
2012 03 22 23 50 272  1.6  3.1 99.00 99.00 99.00 999 1019.8   5.7   6.7 999.0 99.0 99.00
2012 03 23 00 50 252  1.9  3.6 99.00 99.00 99.00 999 1019.4   5.2   6.4 999.0 99.0 99.00
2012 03 23 01 50 266  1.8  3.3 99.00 99.00 99.00 999 1019.7   5.3   6.3 999.0 99.0 99.00
2012 03 23 02 50 249  1.5  3.6 99.00 99.00 99.00 999 1019.7   4.5   6.0 999.0 99.0 99.00
2012 03 23 03 50 265  0.9  2.6 99.00 99.00 99.00 999 1019.4   4.7   5.8 999.0 99.0 99.00
2012 03 23 04 50 296  1.3  3.8 99.00 99.00 99.00 999 1019.0   4.8   5.7 999.0 99.0 99.00
2012 03 23 05 50 301  0.9  2.7 99.00 99.00 99.00 999 1018.6   4.7   5.7 999.0 99.0 99.00
2012 03 23 06 50 292  0.6  1.4 99.00 99.00 99.00 999 1018.6   4.4   5.5 999.0 99.0 99.00
2012 03 23 07 50 258  0.8  2.4 99.00 99.00 99.00 999 1018.4   4.3   5.5 999.0 99.0 99.00
2012 03 23 08 50 297  0.4  1.4 99.00 99.00 99.00 999 1018.1   4.1   5.4 999.0 99.0 99.00
2012 03 23 09 50 250  1.1  2.4 99.00 99.00 99.00 999 1017.5   4.3   5.2 999.0 99.0 99.00
2012 03 23 10 50 268  0.4  1.3 99.00 99.00 99.00 999 1017.6   4.2   5.3 999.0 99.0 99.00
2012 03 23 11 50 268  0.4  1.3 99.00 99.00 99.00 999 1017.6   4.3   5.2 999.0 99.0 99.00
2012 03 23 12 50 255  0.7  1.8 99.00 99.00 99.00 999 1017.6   4.3   5.1 999.0 99.0 99.00
2012 03 23 13 50 255  0.9  2.3 99.00 99.00 99.00 999 1017.7   4.4   5.1 999.0 99.0 99.00
2012 03 23 14 50 271  0.5  1.5 99.00 99.00 99.00 999 1017.7   4.4   5.2 999.0 99.0 99.00
2012 03 23 15 50 242  1.6  2.8 99.00 99.00 99.00 999 1017.6   4.2   5.3 999.0 99.0 99.00
2012 03 23 16 50 279  0.5  2.2 99.00 99.00 99.00 999 1017.2   4.2   5.4 999.0 99.0 99.00
2012 03 23 17 50 304  0.7  2.3 99.00 99.00 99.00 999 1016.8   4.2   5.7 999.0 99.0 99.00
